index,n
0,3
1,6
2,6
3,0
4,9
5,8
6,4
7,7
8,0
9,0
10,7
11,1
12,5
13,7
14,0
15,1
16,4
17,6
18,2
19,9
20,9
21,10
22,9
23,9
24,1
25,2
26,7
27,0
28,5
29,10
30,0
31,0
32,4
33,4
34,9
35,3
36,2
37,4
38,6
39,9
40,3
41,3
42,2
43,1
44,5
45,7
46,4
47,3
48,1
49,7
50,3
51,1
52,9
53,5
54,7
55,0
56,10
57,9
58,6
59,0
60,5
61,2
62,8
63,6
64,8
65,0
66,5
67,2
68,0
69,7
70,7
71,6
72,0
73,0
74,8
75,10
76,5
77,5
78,9
79,6
80,4
81,5
82,2
83,8
84,8
85,1
86,6
87,3
88,4
89,1
90,8
91,0
92,2
93,2
94,4
95,1
96,6
97,10
98,3
99,4
100,3
101,1
102,4
103,2
104,3
105,4
106,9
107,4
108,0
109,10
110,6
111,6
112,9
113,2
114,10
115,9
116,3
117,0
118,8
119,8
120,9
121,7
122,4
123,8
124,10
125,6
126,8
127,0
128,5
129,3
130,4
131,0
132,2
133,2
134,1
135,1
136,7
137,1
138,7
139,2
140,6
141,3
142,6
143,8
144,0
145,9
146,1
147,9
148,0
149,8
150,7
151,7
152,9
153,4
154,1
155,4
156,2
157,1
158,7
159,5
160,4
161,2
162,2
163,1
164,2
165,3
166,1
167,2
168,4
169,9
170,0
171,1
172,2
173,3
174,8
175,10
176,5
177,10
178,5
179,4
180,3
181,10
182,9
183,5
184,9
185,6
186,9
187,5
188,1
189,1
190,0
191,8
192,0
193,5
194,10
195,9
196,3
197,3
198,0
199,3
200,7
201,3
202,7
203,3
204,2
205,6
206,6
207,2
208,7
209,0
210,3
211,7
212,5
213,1
214,6
215,7
216,3
217,9
218,7
219,9
220,10
221,7
222,6
223,6
224,4
225,10
226,5
227,10
228,4
229,0
230,0
231,1
232,5
233,3
234,1
235,7
236,0
237,10
238,9
239,8
240,3
241,4
242,4
243,10
244,9
245,9
246,6
247,7
248,9
249,6
250,0
251,10
252,7
253,1
254,3
255,9
256,3
257,3
258,3
259,5
260,1
261,0
262,0
263,10
264,2
265,2
266,8
267,9
268,1
269,8
270,10
271,10
272,6
273,10
274,7
275,9
276,6
277,1
278,8
279,2
280,10
281,4
282,9
283,5
284,9
285,1
286,8
287,6
288,1
289,5
290,1
291,8
292,8
293,8
294,3
295,10
296,3
297,10
298,9
299,7
300,0
301,8
302,10
303,7
304,3
305,4
306,7
307,10
308,0
309,6
310,3
311,10
312,1
313,5
314,1
315,0
316,3
317,4
318,0
319,8
320,3
321,8
322,10
323,5
324,2
325,7
326,6
327,5
328,10
329,2
330,6
331,7
332,6
333,5
334,1
335,10
336,6
337,0
338,2
339,5
340,7
341,5
342,5
343,2
344,4
345,4
346,3
347,9
348,10
349,0
350,8
351,10
352,1
353,0
354,9
355,4
356,5
357,3
358,9
359,9
360,5
361,4
362,1
363,9
364,2
365,0
366,3
367,6
368,7
369,10
370,4
371,3
372,3
373,7
374,3
375,1
376,9
377,5
378,8
379,9
380,2
381,2
382,2
383,2
384,4
385,4
386,7
387,9
388,1
389,5
390,0
391,1
392,6
393,10
394,1
395,10
396,0
397,9
398,1
399,5
400,6
401,8
402,9
403,0
404,6
405,1
406,6
407,4
408,1
409,0
410,6
411,4
412,5
413,9
414,2
415,6
416,6
417,6
418,2
419,10
420,3
421,5
422,6
423,10
424,7
425,2
426,3
427,10
428,1
429,7
430,5
431,6
432,0
433,3
434,6
435,7
436,9
437,10
438,0
439,5
440,1
441,6
442,0
443,0
444,3
445,0
446,1
447,1
448,9
449,9
450,2
451,0
452,4
453,1
454,3
455,5
456,6
457,5
458,10
459,10
460,1
461,2
462,10
463,6
464,2
465,10
466,2
467,5
468,8
469,7
470,2
471,3
472,8
473,4
474,0
475,1
476,8
477,0
478,6
479,10
480,4
481,1
482,1
483,7
484,4
485,2
486,2
487,3
488,2
489,0
490,3
491,7
492,2
493,8
494,8
495,0
496,9
497,3
498,6
499,10
