index,n
0,0
1,2
2,5
3,5
4,4
5,3
6,4
7,10
8,8
9,4
10,1
11,8
12,2
13,6
14,8
15,3
16,6
17,10
18,10
19,9
20,7
21,2
22,4
23,8
24,10
25,4
26,6
27,7
28,3
29,9
30,10
31,2
32,6
33,8
34,3
35,5
36,2
37,8
38,6
39,0
40,2
41,1
42,5
43,7
44,10
45,6
46,0
47,10
48,0
49,10
50,4
51,9
52,2
53,10
54,8
55,2
56,3
57,8
58,10
59,9
60,3
61,0
62,9
63,8
64,8
65,10
66,9
67,3
68,3
69,6
70,0
71,6
72,3
73,4
74,1
75,2
76,10
77,1
78,3
79,6
80,1
81,8
82,3
83,0
84,7
85,0
86,1
87,7
88,5
89,3
90,1
91,10
92,8
93,1
94,4
95,2
96,5
97,1
98,9
99,3
100,0
101,4
102,2
103,8
104,4
105,5
106,0
107,10
108,5
109,6
110,4
111,0
112,6
113,7
114,1
115,7
116,10
117,6
118,3
119,8
120,8
121,3
122,3
123,7
124,3
125,6
126,4
127,1
128,4
129,6
130,1
131,9
132,1
133,5
134,4
135,0
136,7
137,1
138,4
139,3
140,9
141,7
142,3
143,2
144,7
145,2
146,5
147,0
148,8
149,5
150,1
151,5
152,7
153,0
154,0
155,5
156,9
157,1
158,2
159,4
160,9
161,8
162,9
163,9
164,2
165,8
166,2
167,0
168,10
169,8
170,3
171,2
172,3
173,7
174,3
175,6
176,1
177,3
178,5
179,5
180,4
181,9
182,7
183,2
184,5
185,5
186,0
187,10
188,3
189,2
190,9
191,4
192,1
193,5
194,7
195,6
196,6
197,8
198,2
199,8
200,3
201,6
202,8
203,10
204,10
205,0
206,4
207,10
208,5
209,6
210,7
211,0
212,5
213,4
214,6
215,0
216,4
217,2
218,6
219,4
220,7
221,4
222,1
223,6
224,4
225,4
226,0
227,8
228,9
229,7
230,6
231,4
232,7
233,8
234,9
235,5
236,6
237,2
238,8
239,2
240,1
241,7
242,1
243,2
244,0
245,1
246,0
247,8
248,0
249,6
250,5
251,6
252,3
253,3
254,2
255,1
256,8
257,9
258,8
259,2
260,6
261,1
262,6
263,5
264,9
265,10
266,5
267,2
268,6
269,10
270,0
271,8
272,3
273,2
274,6
275,6
276,1
277,10
278,5
279,8
280,4
281,1
282,10
283,5
284,4
285,0
286,6
287,6
288,0
289,2
290,0
291,2
292,2
293,8
294,9
295,1
296,9
297,0
298,8
299,0
300,1
301,10
302,5
303,7
304,7
305,9
306,4
307,3
308,1
309,1
310,7
311,1
312,1
313,7
314,2
315,9
316,8
317,9
318,10
319,1
320,9
321,3
322,4
323,2
324,7
325,2
326,2
327,3
328,1
329,4
330,4
331,0
332,6
333,5
334,6
335,8
336,4
337,0
338,1
339,7
340,7
341,10
342,1
343,10
344,4
345,8
346,6
347,2
348,6
349,2
350,5
351,5
352,10
353,9
354,1
355,7
356,10
357,10
358,5
359,6
360,5
361,6
362,6
363,6
364,7
365,3
366,4
367,5
368,5
369,2
370,2
371,0
372,6
373,3
374,0
375,9
376,7
377,3
378,7
379,9
380,5
381,10
382,7
383,4
384,8
385,3
386,4
387,7
388,4
389,9
390,8
391,8
392,1
393,0
394,9
395,5
396,4
397,0
398,4
399,1
400,1
401,0
402,6
403,8
404,7
405,6
406,6
407,9
408,6
409,9
410,0
411,2
412,0
413,7
414,2
415,3
416,10
417,6
418,3
419,7
420,2
421,3
422,6
423,2
424,0
425,3
426,0
427,10
428,6
429,0
430,8
431,4
432,8
433,10
434,1
435,8
436,9
437,5
438,5
439,7
440,9
441,1
442,0
443,3
444,7
445,4
446,2
447,1
448,1
449,3
450,5
451,6
452,7
453,9
454,1
455,6
456,7
457,10
458,3
459,9
460,3
461,6
462,0
463,2
464,4
465,10
466,8
467,3
468,2
469,2
470,5
471,7
472,7
473,1
474,3
475,0
476,0
477,9
478,10
479,0
480,0
481,4
482,8
483,1
484,7
485,10
486,3
487,6
488,2
489,10
490,1
491,3
492,10
493,4
494,4
495,7
496,6
497,4
498,10
499,0
