index,n
0,0
1,10
2,6
3,5
4,10
5,0
6,8
7,7
8,9
9,2
10,2
11,7
12,7
13,10
14,0
15,9
16,4
17,3
18,8
19,10
20,10
21,6
22,7
23,7
24,3
25,9
26,0
27,2
28,7
29,3
30,7
31,0
32,8
33,10
34,1
35,8
36,4
37,6
38,3
39,2
40,5
41,2
42,9
43,5
44,7
45,1
46,9
47,10
48,9
49,4
50,7
51,7
52,5
53,7
54,9
55,9
56,8
57,1
58,8
59,1
60,0
61,2
62,2
63,6
64,6
65,6
66,10
67,3
68,3
69,2
70,2
71,4
72,8
73,7
74,6
75,9
76,2
77,4
78,6
79,5
80,4
81,5
82,9
83,6
84,5
85,7
86,8
87,3
88,7
89,3
90,4
91,1
92,1
93,7
94,3
95,10
96,0
97,4
98,2
99,10
100,8
101,4
102,2
103,5
104,3
105,0
106,4
107,2
108,10
109,8
110,5
111,0
112,4
113,5
114,6
115,5
116,2
117,9
118,5
119,2
120,6
121,4
122,2
123,7
124,3
125,2
126,8
127,9
128,4
129,4
130,2
131,0
132,4
133,8
134,8
135,6
136,7
137,8
138,3
139,2
140,5
141,9
142,6
143,7
144,5
145,0
146,8
147,5
148,8
149,0
150,3
151,3
152,6
153,7
154,9
155,8
156,3
157,5
158,7
159,5
160,8
161,5
162,4
163,10
164,1
165,3
166,6
167,4
168,5
169,8
170,8
171,10
172,8
173,0
174,9
175,8
176,5
177,3
178,8
179,5
180,0
181,9
182,9
183,3
184,8
185,7
186,10
187,7
188,9
189,7
190,6
191,2
192,5
193,2
194,3
195,6
196,4
197,5
198,8
199,3
200,7
201,4
202,0
203,1
204,4
205,6
206,7
207,4
208,5
209,0
210,4
211,8
212,1
213,9
214,8
215,5
216,8
217,1
218,2
219,8
220,9
221,4
222,2
223,6
224,3
225,3
226,10
227,9
228,6
229,6
230,3
231,1
232,6
233,7
234,6
235,3
236,8
237,7
238,3
239,1
240,4
241,3
242,9
243,5
244,3
245,10
246,5
247,7
248,4
249,8
250,10
251,0
252,1
253,5
254,10
255,5
256,10
257,0
258,0
259,4
260,8
261,1
262,9
263,2
264,7
265,5
266,5
267,1
268,10
269,6
270,5
271,3
272,1
273,5
274,0
275,8
276,6
277,2
278,1
279,1
280,6
281,2
282,6
283,10
284,1
285,8
286,0
287,8
288,1
289,0
290,8
291,3
292,10
293,10
294,3
295,1
296,10
297,3
298,2
299,2
300,4
301,9
302,7
303,10
304,5
305,0
306,2
307,10
308,4
309,4
310,8
311,6
312,0
313,5
314,6
315,8
316,10
317,10
318,10
319,3
320,0
321,6
322,9
323,7
324,9
325,9
326,10
327,6
328,7
329,0
330,9
331,4
332,0
333,9
334,1
335,10
336,2
337,8
338,7
339,0
340,6
341,7
342,2
343,0
344,1
345,9
346,5
347,4
348,10
349,9
350,7
351,6
352,6
353,5
354,6
355,5
356,2
357,10
358,6
359,5
360,1
361,2
362,9
363,7
364,3
365,4
366,10
367,9
368,10
369,7
370,0
371,2
372,3
373,7
374,8
375,8
376,9
377,6
378,5
379,1
380,4
381,8
382,6
383,4
384,10
385,3
386,0
387,7
388,3
389,1
390,5
391,10
392,0
393,9
394,0
395,3
396,0
397,5
398,0
399,8
400,0
401,1
402,9
403,9
404,4
405,7
406,6
407,3
408,2
409,10
410,8
411,9
412,1
413,5
414,10
415,0
416,1
417,10
418,4
419,8
420,4
421,7
422,5
423,2
424,0
425,2
426,9
427,8
428,1
429,6
430,2
431,3
432,2
433,5
434,1
435,7
436,2
437,8
438,4
439,0
440,8
441,10
442,10
443,9
444,9
445,10
446,5
447,3
448,0
449,10
450,1
451,10
452,9
453,7
454,8
455,10
456,3
457,9
458,8
459,8
460,2
461,1
462,1
463,5
464,8
465,2
466,4
467,2
468,2
469,10
470,0
471,1
472,3
473,0
474,3
475,7
476,5
477,1
478,9
479,3
480,0
481,6
482,4
483,8
484,7
485,2
486,10
487,1
488,10
489,4
490,4
491,5
492,0
493,1
494,0
495,1
496,2
497,9
498,9
499,6
