index,n
0,0
1,10
2,2
3,7
4,9
5,7
6,8
7,7
8,1
9,2
10,4
11,1
12,3
13,4
14,7
15,4
16,2
17,5
18,5
19,8
20,5
21,7
22,10
23,4
24,0
25,8
26,1
27,5
28,8
29,2
30,1
31,4
32,9
33,4
34,1
35,4
36,9
37,1
38,2
39,4
40,4
41,7
42,4
43,3
44,9
45,4
46,3
47,6
48,4
49,1
50,2
51,2
52,1
53,0
54,8
55,9
56,10
57,7
58,5
59,3
60,8
61,6
62,5
63,10
64,4
65,8
66,9
67,3
68,4
69,6
70,3
71,7
72,9
73,10
74,7
75,7
76,6
77,9
78,5
79,6
80,0
81,1
82,1
83,5
84,9
85,7
86,7
87,6
88,9
89,7
90,5
91,8
92,8
93,9
94,1
95,4
96,9
97,8
98,2
99,9
100,3
101,2
102,6
103,3
104,7
105,5
106,0
107,1
108,0
109,8
110,8
111,10
112,9
113,3
114,3
115,9
116,9
117,3
118,3
119,3
120,7
121,8
122,8
123,8
124,10
125,9
126,10
127,5
128,0
129,7
130,6
131,4
132,8
133,6
134,6
135,7
136,9
137,1
138,6
139,8
140,6
141,1
142,8
143,5
144,0
145,0
146,2
147,3
148,10
149,3
150,9
151,9
152,9
153,7
154,4
155,7
156,7
157,6
158,3
159,5
160,8
161,7
162,7
163,1
164,8
165,8
166,7
167,7
168,5
169,0
170,1
171,10
172,4
173,1
174,5
175,7
176,9
177,2
178,1
179,1
180,6
181,5
182,0
183,3
184,4
185,7
186,0
187,3
188,6
189,2
190,7
191,6
192,1
193,7
194,9
195,0
196,3
197,4
198,3
199,4
200,1
201,6
202,6
203,6
204,3
205,7
206,4
207,10
208,1
209,8
210,10
211,3
212,5
213,3
214,7
215,5
216,9
217,10
218,1
219,6
220,6
221,0
222,7
223,0
224,4
225,7
226,2
227,10
228,9
229,6
230,0
231,1
232,6
233,5
234,1
235,7
236,10
237,2
238,6
239,6
240,6
241,0
242,1
243,3
244,0
245,8
246,5
247,4
248,8
249,5
250,2
251,2
252,6
253,9
254,8
255,8
256,4
257,0
258,2
259,5
260,8
261,7
262,8
263,8
264,10
265,1
266,5
267,1
268,10
269,2
270,5
271,2
272,4
273,0
274,7
275,7
276,1
277,7
278,2
279,10
280,2
281,10
282,9
283,4
284,3
285,8
286,4
287,0
288,8
289,0
290,8
291,10
292,9
293,3
294,2
295,0
296,2
297,2
298,10
299,3
300,2
301,6
302,9
303,5
304,1
305,1
306,4
307,1
308,2
309,7
310,10
311,7
312,0
313,10
314,6
315,2
316,7
317,5
318,1
319,2
320,10
321,0
322,6
323,6
324,6
325,5
326,4
327,6
328,4
329,4
330,4
331,0
332,8
333,3
334,0
335,1
336,10
337,7
338,6
339,4
340,6
341,0
342,9
343,1
344,3
345,0
346,3
347,4
348,1
349,10
350,1
351,4
352,9
353,2
354,10
355,10
356,5
357,1
358,9
359,1
360,8
361,10
362,3
363,3
364,10
365,1
366,9
367,8
368,2
369,2
370,3
371,2
372,4
373,5
374,8
375,0
376,7
377,0
378,3
379,5
380,6
381,1
382,7
383,3
384,6
385,0
386,4
387,10
388,2
389,10
390,9
391,6
392,2
393,0
394,1
395,3
396,8
397,4
398,0
399,8
400,10
401,6
402,1
403,10
404,9
405,8
406,8
407,2
408,3
409,6
410,4
411,4
412,9
413,4
414,0
415,0
416,6
417,9
418,7
419,5
420,3
421,8
422,8
423,7
424,2
425,10
426,2
427,1
428,7
429,2
430,4
431,4
432,8
433,1
434,1
435,9
436,0
437,1
438,0
439,2
440,2
441,3
442,1
443,9
444,5
445,6
446,10
447,4
448,3
449,8
450,4
451,2
452,7
453,3
454,5
455,10
456,1
457,9
458,1
459,8
460,9
461,0
462,2
463,10
464,5
465,5
466,1
467,10
468,7
469,8
470,6
471,5
472,1
473,4
474,8
475,6
476,9
477,1
478,7
479,0
480,5
481,2
482,1
483,4
484,1
485,5
486,5
487,1
488,9
489,10
490,0
491,8
492,0
493,2
494,9
495,2
496,5
497,6
498,3
499,7
