index,n
0,0
1,10
2,1
3,1
4,7
5,9
6,9
7,4
8,1
9,5
10,10
11,5
12,0
13,0
14,4
15,2
16,6
17,5
18,9
19,9
20,8
21,10
22,8
23,9
24,9
25,8
26,5
27,4
28,7
29,5
30,10
31,2
32,8
33,6
34,5
35,9
36,4
37,6
38,5
39,6
40,6
41,0
42,1
43,9
44,6
45,4
46,2
47,2
48,10
49,6
50,3
51,0
52,8
53,4
54,5
55,7
56,8
57,9
58,0
59,9
60,5
61,10
62,7
63,7
64,8
65,8
66,0
67,3
68,4
69,0
70,9
71,1
72,10
73,10
74,9
75,3
76,1
77,7
78,4
79,4
80,5
81,2
82,8
83,3
84,8
85,9
86,9
87,7
88,6
89,7
90,5
91,7
92,6
93,3
94,9
95,2
96,8
97,7
98,8
99,8
100,3
101,3
102,0
103,3
104,5
105,2
106,10
107,10
108,4
109,2
110,6
111,4
112,6
113,9
114,8
115,2
116,8
117,9
118,5
119,7
120,0
121,0
122,8
123,7
124,5
125,0
126,9
127,10
128,8
129,5
130,10
131,10
132,0
133,4
134,3
135,1
136,2
137,7
138,8
139,7
140,9
141,9
142,8
143,3
144,0
145,8
146,3
147,1
148,3
149,2
150,9
151,7
152,6
153,4
154,2
155,3
156,10
157,4
158,7
159,5
160,3
161,6
162,2
163,10
164,7
165,1
166,9
167,6
168,1
169,2
170,10
171,4
172,10
173,7
174,4
175,8
176,0
177,8
178,7
179,2
180,8
181,2
182,1
183,10
184,7
185,5
186,0
187,0
188,1
189,2
190,10
191,8
192,10
193,7
194,0
195,10
196,5
197,6
198,5
199,10
200,10
201,4
202,4
203,8
204,1
205,4
206,3
207,6
208,10
209,1
210,2
211,5
212,3
213,10
214,0
215,2
216,10
217,6
218,10
219,8
220,3
221,5
222,3
223,3
224,8
225,0
226,3
227,0
228,2
229,9
230,10
231,4
232,1
233,7
234,9
235,6
236,7
237,0
238,3
239,9
240,6
241,2
242,6
243,3
244,10
245,8
246,10
247,8
248,1
249,5
250,7
251,1
252,9
253,8
254,5
255,8
256,10
257,8
258,0
259,1
260,4
261,7
262,8
263,8
264,0
265,1
266,0
267,3
268,0
269,6
270,0
271,0
272,6
273,0
274,0
275,8
276,4
277,8
278,5
279,0
280,1
281,4
282,7
283,10
284,3
285,9
286,2
287,0
288,0
289,4
290,7
291,1
292,7
293,2
294,0
295,9
296,9
297,9
298,1
299,3
300,3
301,7
302,8
303,6
304,7
305,3
306,3
307,4
308,0
309,4
310,9
311,9
312,9
313,2
314,10
315,10
316,8
317,0
318,4
319,5
320,1
321,3
322,7
323,6
324,7
325,4
326,6
327,3
328,3
329,2
330,2
331,2
332,5
333,1
334,9
335,0
336,10
337,6
338,8
339,5
340,1
341,1
342,6
343,5
344,9
345,5
346,6
347,9
348,5
349,10
350,0
351,9
352,10
353,2
354,8
355,7
356,8
357,1
358,8
359,10
360,2
361,2
362,0
363,5
364,4
365,5
366,7
367,0
368,9
369,1
370,2
371,8
372,1
373,0
374,1
375,10
376,7
377,6
378,4
379,8
380,10
381,7
382,6
383,10
384,7
385,8
386,0
387,8
388,8
389,1
390,1
391,7
392,5
393,6
394,3
395,1
396,3
397,5
398,10
399,10
400,5
401,7
402,0
403,9
404,4
405,9
406,7
407,8
408,0
409,9
410,4
411,2
412,4
413,10
414,5
415,4
416,6
417,3
418,2
419,6
420,8
421,2
422,5
423,7
424,1
425,2
426,10
427,4
428,0
429,3
430,9
431,9
432,2
433,6
434,3
435,2
436,1
437,1
438,0
439,8
440,5
441,5
442,5
443,0
444,8
445,10
446,2
447,0
448,3
449,8
450,3
451,0
452,10
453,0
454,6
455,3
456,0
457,7
458,0
459,6
460,8
461,1
462,3
463,10
464,7
465,6
466,10
467,7
468,7
469,6
470,5
471,7
472,7
473,1
474,6
475,8
476,1
477,4
478,5
479,0
480,5
481,7
482,0
483,9
484,8
485,7
486,0
487,4
488,0
489,2
490,3
491,9
492,0
493,3
494,5
495,10
496,5
497,9
498,10
499,7
