index,n
0,0
1,2
2,9
3,3
4,10
5,8
6,2
7,0
8,4
9,5
10,0
11,7
12,2
13,4
14,2
15,4
16,5
17,4
18,6
19,9
20,5
21,4
22,0
23,8
24,1
25,8
26,2
27,6
28,7
29,5
30,10
31,1
32,2
33,6
34,6
35,5
36,9
37,2
38,0
39,8
40,1
41,1
42,9
43,7
44,7
45,8
46,7
47,6
48,6
49,7
50,0
51,10
52,1
53,6
54,7
55,10
56,5
57,2
58,5
59,7
60,4
61,2
62,0
63,7
64,10
65,9
66,5
67,9
68,2
69,4
70,10
71,3
72,6
73,10
74,5
75,3
76,7
77,0
78,10
79,7
80,6
81,9
82,1
83,6
84,7
85,3
86,4
87,4
88,1
89,7
90,9
91,8
92,3
93,6
94,5
95,2
96,10
97,1
98,0
99,8
100,6
101,1
102,5
103,6
104,10
105,0
106,8
107,1
108,6
109,5
110,9
111,1
112,7
113,1
114,8
115,7
116,9
117,3
118,5
119,10
120,6
121,6
122,2
123,2
124,2
125,9
126,9
127,4
128,8
129,2
130,8
131,5
132,5
133,2
134,2
135,2
136,9
137,5
138,0
139,2
140,8
141,0
142,6
143,3
144,10
145,0
146,7
147,7
148,0
149,9
150,2
151,0
152,3
153,4
154,6
155,3
156,0
157,8
158,10
159,0
160,9
161,6
162,3
163,5
164,10
165,1
166,1
167,7
168,9
169,9
170,5
171,1
172,0
173,3
174,7
175,5
176,7
177,3
178,9
179,4
180,10
181,0
182,5
183,9
184,8
185,0
186,10
187,4
188,2
189,0
190,7
191,10
192,0
193,3
194,0
195,10
196,4
197,3
198,7
199,8
200,3
201,0
202,3
203,7
204,10
205,1
206,0
207,6
208,1
209,4
210,7
211,8
212,0
213,9
214,9
215,4
216,0
217,9
218,8
219,1
220,2
221,2
222,7
223,7
224,4
225,2
226,3
227,6
228,3
229,7
230,7
231,4
232,3
233,4
234,7
235,0
236,1
237,5
238,0
239,8
240,8
241,7
242,1
243,3
244,5
245,6
246,8
247,0
248,1
249,1
250,4
251,1
252,1
253,2
254,10
255,4
256,2
257,5
258,8
259,8
260,10
261,6
262,6
263,8
264,10
265,10
266,0
267,4
268,2
269,10
270,6
271,0
272,8
273,9
274,1
275,9
276,9
277,4
278,1
279,0
280,6
281,6
282,5
283,0
284,4
285,4
286,4
287,10
288,10
289,0
290,4
291,8
292,2
293,6
294,3
295,3
296,9
297,4
298,8
299,6
300,7
301,1
302,3
303,5
304,3
305,3
306,2
307,0
308,5
309,6
310,10
311,1
312,4
313,0
314,8
315,6
316,3
317,2
318,4
319,10
320,9
321,2
322,0
323,4
324,7
325,2
326,5
327,2
328,10
329,3
330,8
331,9
332,9
333,1
334,4
335,1
336,5
337,8
338,5
339,8
340,3
341,7
342,7
343,9
344,1
345,3
346,7
347,6
348,4
349,2
350,9
351,7
352,2
353,0
354,7
355,1
356,5
357,7
358,0
359,2
360,0
361,1
362,3
363,9
364,8
365,3
366,7
367,8
368,6
369,2
370,0
371,1
372,1
373,8
374,7
375,3
376,0
377,1
378,2
379,5
380,0
381,4
382,6
383,5
384,0
385,8
386,5
387,6
388,0
389,3
390,7
391,8
392,6
393,2
394,6
395,1
396,3
397,2
398,6
399,4
400,3
401,2
402,7
403,5
404,2
405,9
406,1
407,4
408,9
409,6
410,7
411,4
412,8
413,5
414,10
415,3
416,9
417,6
418,5
419,7
420,7
421,5
422,6
423,4
424,4
425,10
426,10
427,7
428,4
429,3
430,10
431,7
432,5
433,10
434,4
435,3
436,5
437,8
438,5
439,7
440,1
441,10
442,3
443,10
444,4
445,8
446,5
447,3
448,1
449,0
450,5
451,9
452,9
453,1
454,3
455,0
456,0
457,4
458,0
459,10
460,5
461,4
462,1
463,2
464,5
465,6
466,3
467,6
468,4
469,4
470,0
471,2
472,9
473,2
474,9
475,5
476,2
477,10
478,0
479,0
480,4
481,0
482,8
483,9
484,3
485,0
486,0
487,8
488,5
489,9
490,6
491,0
492,6
493,9
494,1
495,3
496,1
497,3
498,2
499,1
