model_name,metric_name,score,passed_threshold,threshold_applied,generated_text,reference_text
PerfectModel,PlanningLCS,1.0,,,"action_1, {action_2a, action_2b}, action_3","action_1, {action_2a, action_2b}, action_3"
PerfectModel,PlanningJaccard,1.0,,,"action_1, {action_2a, action_2b}, action_3","action_1, {action_2a, action_2b}, action_3"
PerfectModel,Jaccard,1.0,True,0.5,"action_1, {action_2a, action_2b}, action_3","action_1, {action_2a, action_2b}, action_3"
PerfectModel,Levenshtein,1.0,True,0.5,"action_1, {action_2a, action_2b}, action_3","action_1, {action_2a, action_2b}, action_3"
ReorderedModel,PlanningLCS,0.6666666666666666,,,"action_3, action_1, {action_2b, action_2a}","action_1, {action_2a, action_2b}, action_3"
ReorderedModel,PlanningJaccard,1.0,,,"action_3, action_1, {action_2b, action_2a}","action_1, {action_2a, action_2b}, action_3"
ReorderedModel,Jaccard,0.14285714285714285,False,0.5,"action_3, action_1, {action_2b, action_2a}","action_1, {action_2a, action_2b}, action_3"
ReorderedModel,Levenshtein,0.8571428571428572,True,0.5,"action_3, action_1, {action_2b, action_2a}","action_1, {action_2a, action_2b}, action_3"
IncompleteModel,PlanningLCS,0.6666666666666666,,,"action_1, action_3","action_1, {action_2a, action_2b}, action_3"
IncompleteModel,PlanningJaccard,0.5,,,"action_1, action_3","action_1, {action_2a, action_2b}, action_3"
IncompleteModel,Jaccard,0.5,True,0.5,"action_1, action_3","action_1, {action_2a, action_2b}, action_3"
IncompleteModel,Levenshtein,0.6,True,0.5,"action_1, action_3","action_1, {action_2a, action_2b}, action_3"
ExtraActionModel,PlanningLCS,0.75,,,"action_1, {action_2a, action_2b}, action_4, action_3","action_1, {action_2a, action_2b}, action_3"
ExtraActionModel,PlanningJaccard,0.8,,,"action_1, {action_2a, action_2b}, action_4, action_3","action_1, {action_2a, action_2b}, action_3"
ExtraActionModel,Jaccard,0.8,True,0.5,"action_1, {action_2a, action_2b}, action_4, action_3","action_1, {action_2a, action_2b}, action_3"
ExtraActionModel,Levenshtein,0.8936170212765957,True,0.5,"action_1, {action_2a, action_2b}, action_4, action_3","action_1, {action_2a, action_2b}, action_3"
