index,n
0,5
1,8
2,9
3,5
4,0
5,0
6,1
7,7
8,6
9,9
10,2
11,4
12,5
13,2
14,4
15,10
16,2
17,4
18,7
19,7
20,9
21,1
22,7
23,0
24,6
25,9
26,9
27,7
28,6
29,9
30,1
31,0
32,1
33,8
34,8
35,3
36,10
37,9
38,8
39,7
40,3
41,6
42,5
43,1
44,9
45,3
46,4
47,8
48,1
49,10
50,4
51,0
52,3
53,9
54,2
55,0
56,4
57,9
58,2
59,7
60,7
61,10
62,9
63,8
64,6
65,9
66,3
67,7
68,7
69,4
70,5
71,9
72,3
73,6
74,8
75,0
76,2
77,10
78,7
79,7
80,9
81,7
82,3
83,10
84,0
85,8
86,7
87,7
88,1
89,1
90,3
91,0
92,8
93,6
94,4
95,5
96,6
97,2
98,5
99,7
100,8
101,4
102,4
103,7
104,7
105,4
106,9
107,0
108,2
109,0
110,10
111,7
112,1
113,7
114,9
115,8
116,10
117,4
118,0
119,1
120,9
121,8
122,2
123,3
124,1
125,2
126,7
127,2
128,10
129,6
130,0
131,9
132,2
133,6
134,6
135,2
136,7
137,7
138,0
139,6
140,5
141,1
142,10
143,4
144,6
145,0
146,6
147,5
148,1
149,2
150,1
151,5
152,4
153,10
154,0
155,7
156,8
157,9
158,5
159,7
160,0
161,9
162,3
163,9
164,1
165,4
166,4
167,6
168,8
169,8
170,9
171,2
172,7
173,5
174,5
175,4
176,5
177,8
178,5
179,8
180,1
181,1
182,8
183,7
184,0
185,10
186,3
187,4
188,2
189,0
190,3
191,5
192,1
193,2
194,4
195,3
196,0
197,6
198,0
199,7
200,2
201,10
202,8
203,3
204,0
205,8
206,4
207,2
208,9
209,0
210,3
211,8
212,1
213,10
214,4
215,3
216,3
217,10
218,6
219,7
220,3
221,5
222,3
223,2
224,4
225,4
226,0
227,3
228,3
229,8
230,3
231,5
232,6
233,7
234,5
235,1
236,7
237,0
238,10
239,10
240,2
241,8
242,2
243,1
244,4
245,0
246,4
247,1
248,7
249,3
250,1
251,6
252,6
253,9
254,10
255,6
256,9
257,6
258,0
259,0
260,2
261,9
262,6
263,0
264,6
265,7
266,0
267,3
268,9
269,0
270,3
271,10
272,4
273,7
274,5
275,3
276,8
277,8
278,0
279,6
280,7
281,9
282,5
283,4
284,9
285,10
286,5
287,2
288,5
289,6
290,6
291,8
292,10
293,7
294,7
295,7
296,2
297,6
298,0
299,5
300,2
301,1
302,10
303,8
304,5
305,9
306,4
307,9
308,1
309,2
310,0
311,10
312,4
313,7
314,0
315,6
316,2
317,4
318,3
319,6
320,7
321,6
322,3
323,0
324,6
325,4
326,7
327,6
328,2
329,10
330,9
331,10
332,5
333,9
334,9
335,9
336,8
337,6
338,4
339,2
340,10
341,9
342,4
343,0
344,0
345,3
346,10
347,4
348,9
349,3
350,9
351,1
352,2
353,5
354,4
355,0
356,8
357,2
358,3
359,9
360,9
361,4
362,4
363,8
364,2
365,1
366,6
367,3
368,8
369,9
370,7
371,0
372,5
373,2
374,2
375,10
376,10
377,10
378,8
379,5
380,10
381,0
382,5
383,9
384,8
385,10
386,6
387,6
388,0
389,4
390,7
391,3
392,0
393,1
394,6
395,10
396,0
397,6
398,1
399,6
400,4
401,2
402,5
403,4
404,6
405,2
406,9
407,2
408,7
409,5
410,0
411,7
412,10
413,8
414,8
415,8
416,0
417,7
418,2
419,0
420,7
421,1
422,10
423,1
424,10
425,9
426,5
427,1
428,5
429,9
430,10
431,6
432,4
433,9
434,8
435,7
436,10
437,5
438,1
439,10
440,8
441,0
442,5
443,3
444,9
445,0
446,4
447,8
448,6
449,2
450,4
451,3
452,10
453,2
454,0
455,0
456,4
457,10
458,10
459,2
460,5
461,0
462,0
463,3
464,8
465,5
466,3
467,1
468,4
469,7
470,3
471,2
472,2
473,10
474,2
475,6
476,6
477,10
478,0
479,10
480,1
481,5
482,10
483,6
484,5
485,8
486,8
487,5
488,5
489,7
490,5
491,9
492,1
493,3
494,9
495,3
496,3
497,3
498,6
499,1
