index,n
0,8
1,8
2,6
3,2
4,8
5,7
6,2
7,1
8,5
9,10
10,4
11,4
12,5
13,7
14,3
15,6
16,4
17,10
18,3
19,7
20,6
21,10
22,1
23,10
24,3
25,5
26,8
27,4
28,6
29,3
30,9
31,2
32,0
33,4
34,2
35,4
36,10
37,1
38,7
39,8
40,2
41,10
42,9
43,8
44,7
45,1
46,6
47,8
48,10
49,5
50,9
51,9
52,9
53,10
54,3
55,0
56,0
57,10
58,2
59,8
60,10
61,8
62,2
63,9
64,6
65,5
66,6
67,6
68,6
69,3
70,8
71,2
72,1
73,4
74,8
75,1
76,6
77,9
78,5
79,1
80,2
81,4
82,10
83,7
84,6
85,4
86,5
87,10
88,8
89,10
90,3
91,0
92,0
93,5
94,7
95,5
96,0
97,8
98,6
99,10
100,5
101,1
102,10
103,7
104,4
105,3
106,6
107,1
108,4
109,10
110,0
111,8
112,10
113,5
114,4
115,2
116,9
117,7
118,1
119,9
120,2
121,1
122,0
123,7
124,1
125,8
126,9
127,0
128,7
129,0
130,5
131,10
132,2
133,5
134,10
135,1
136,3
137,3
138,1
139,8
140,6
141,8
142,1
143,5
144,7
145,0
146,9
147,10
148,1
149,5
150,9
151,2
152,0
153,10
154,0
155,4
156,6
157,3
158,1
159,8
160,5
161,9
162,5
163,4
164,2
165,7
166,8
167,7
168,3
169,10
170,4
171,8
172,6
173,3
174,8
175,8
176,5
177,1
178,3
179,3
180,3
181,2
182,6
183,5
184,5
185,2
186,5
187,6
188,1
189,5
190,0
191,5
192,4
193,8
194,10
195,3
196,7
197,5
198,9
199,4
200,5
201,2
202,6
203,0
204,5
205,7
206,1
207,6
208,7
209,0
210,1
211,2
212,4
213,10
214,0
215,6
216,6
217,8
218,6
219,9
220,5
221,1
222,5
223,9
224,4
225,9
226,8
227,3
228,4
229,6
230,2
231,10
232,4
233,7
234,5
235,1
236,3
237,7
238,4
239,5
240,1
241,2
242,3
243,10
244,6
245,10
246,10
247,1
248,2
249,9
250,6
251,0
252,5
253,3
254,5
255,2
256,10
257,8
258,9
259,10
260,7
261,10
262,3
263,0
264,4
265,6
266,2
267,7
268,9
269,3
270,1
271,1
272,9
273,9
274,0
275,8
276,0
277,10
278,8
279,5
280,3
281,5
282,8
283,3
284,6
285,1
286,6
287,1
288,2
289,1
290,2
291,6
292,6
293,1
294,3
295,10
296,3
297,10
298,2
299,3
300,2
301,10
302,10
303,10
304,3
305,10
306,3
307,0
308,5
309,10
310,10
311,1
312,2
313,1
314,6
315,2
316,1
317,3
318,6
319,3
320,9
321,0
322,4
323,2
324,7
325,5
326,5
327,3
328,9
329,1
330,8
331,10
332,1
333,4
334,6
335,2
336,6
337,7
338,5
339,10
340,0
341,1
342,5
343,6
344,9
345,8
346,8
347,2
348,6
349,0
350,6
351,10
352,0
353,4
354,3
355,3
356,7
357,0
358,9
359,2
360,2
361,10
362,3
363,5
364,6
365,0
366,6
367,0
368,3
369,7
370,3
371,8
372,0
373,3
374,8
375,5
376,7
377,5
378,7
379,4
380,1
381,0
382,6
383,7
384,7
385,8
386,4
387,9
388,2
389,7
390,5
391,9
392,10
393,3
394,6
395,4
396,0
397,6
398,10
399,10
400,1
401,8
402,5
403,1
404,0
405,5
406,0
407,9
408,8
409,2
410,6
411,9
412,9
413,8
414,2
415,4
416,1
417,1
418,2
419,2
420,6
421,7
422,9
423,8
424,3
425,9
426,4
427,8
428,4
429,0
430,0
431,4
432,7
433,5
434,9
435,2
436,10
437,9
438,6
439,0
440,3
441,6
442,8
443,2
444,10
445,1
446,0
447,7
448,5
449,7
450,6
451,9
452,3
453,0
454,4
455,9
456,0
457,2
458,0
459,10
460,9
461,4
462,7
463,4
464,6
465,5
466,9
467,5
468,5
469,9
470,2
471,6
472,10
473,2
474,9
475,4
476,0
477,9
478,8
479,2
480,1
481,10
482,6
483,1
484,9
485,3
486,9
487,2
488,2
489,10
490,8
491,2
492,5
493,2
494,10
495,9
496,6
497,6
498,5
499,0
