index,n
0,3
1,4
2,1
3,9
4,5
5,10
6,8
7,3
8,8
9,0
10,5
11,1
12,3
13,10
14,9
15,2
16,2
17,6
18,8
19,9
20,3
21,4
22,5
23,5
24,7
25,10
26,9
27,10
28,2
29,6
30,9
31,5
32,1
33,6
34,4
35,5
36,8
37,10
38,0
39,7
40,2
41,6
42,7
43,4
44,8
45,9
46,6
47,4
48,5
49,2
50,2
51,6
52,6
53,6
54,7
55,10
56,9
57,6
58,0
59,9
60,2
61,7
62,9
63,2
64,6
65,10
66,3
67,0
68,9
69,0
70,0
71,6
72,9
73,7
74,4
75,7
76,9
77,4
78,8
79,2
80,7
81,2
82,8
83,6
84,5
85,2
86,3
87,3
88,8
89,7
90,9
91,7
92,3
93,10
94,8
95,0
96,7
97,3
98,0
99,9
100,0
101,10
102,1
103,2
104,6
105,7
106,3
107,8
108,2
109,9
110,6
111,5
112,1
113,3
114,0
115,0
116,8
117,6
118,7
119,8
120,1
121,0
122,8
123,9
124,5
125,10
126,2
127,2
128,2
129,7
130,7
131,7
132,6
133,10
134,0
135,3
136,2
137,4
138,1
139,5
140,6
141,3
142,3
143,0
144,4
145,6
146,8
147,4
148,6
149,9
150,8
151,5
152,0
153,2
154,3
155,10
156,5
157,10
158,10
159,3
160,9
161,6
162,10
163,10
164,9
165,10
166,2
167,6
168,1
169,1
170,9
171,3
172,0
173,2
174,8
175,0
176,1
177,5
178,10
179,3
180,2
181,7
182,5
183,1
184,1
185,6
186,8
187,9
188,8
189,0
190,5
191,4
192,8
193,1
194,6
195,0
196,6
197,1
198,4
199,5
200,7
201,1
202,1
203,4
204,1
205,2
206,3
207,6
208,3
209,3
210,7
211,4
212,10
213,10
214,0
215,4
216,7
217,0
218,6
219,9
220,7
221,8
222,1
223,6
224,6
225,10
226,2
227,1
228,5
229,4
230,4
231,10
232,5
233,9
234,10
235,5
236,10
237,1
238,6
239,4
240,7
241,2
242,1
243,2
244,0
245,3
246,1
247,4
248,2
249,9
250,3
251,2
252,4
253,0
254,8
255,10
256,4
257,4
258,3
259,1
260,9
261,8
262,1
263,9
264,5
265,6
266,10
267,2
268,10
269,1
270,6
271,2
272,1
273,3
274,0
275,6
276,2
277,6
278,4
279,9
280,5
281,4
282,7
283,8
284,3
285,10
286,0
287,1
288,9
289,3
290,5
291,3
292,2
293,5
294,9
295,8
296,3
297,5
298,6
299,8
300,9
301,4
302,7
303,1
304,1
305,9
306,10
307,7
308,3
309,3
310,8
311,3
312,8
313,2
314,6
315,5
316,10
317,6
318,7
319,9
320,6
321,6
322,9
323,3
324,8
325,1
326,2
327,10
328,2
329,7
330,2
331,1
332,8
333,7
334,4
335,7
336,9
337,7
338,2
339,1
340,6
341,2
342,3
343,6
344,7
345,7
346,5
347,4
348,4
349,1
350,5
351,3
352,3
353,5
354,3
355,0
356,6
357,4
358,1
359,5
360,1
361,2
362,8
363,3
364,1
365,5
366,7
367,8
368,2
369,1
370,7
371,9
372,7
373,3
374,6
375,2
376,4
377,9
378,5
379,8
380,5
381,5
382,6
383,3
384,2
385,0
386,7
387,3
388,10
389,10
390,10
391,1
392,7
393,10
394,5
395,5
396,4
397,1
398,10
399,0
400,1
401,1
402,1
403,10
404,8
405,5
406,3
407,4
408,2
409,4
410,4
411,0
412,8
413,6
414,2
415,3
416,7
417,10
418,4
419,6
420,7
421,9
422,1
423,1
424,4
425,1
426,9
427,4
428,6
429,8
430,3
431,6
432,1
433,3
434,1
435,7
436,5
437,1
438,1
439,9
440,4
441,6
442,10
443,8
444,2
445,9
446,0
447,7
448,7
449,6
450,8
451,3
452,0
453,2
454,4
455,10
456,1
457,10
458,2
459,3
460,7
461,2
462,2
463,6
464,1
465,3
466,7
467,10
468,1
469,4
470,6
471,5
472,4
473,6
474,5
475,6
476,7
477,0
478,7
479,2
480,6
481,7
482,3
483,1
484,2
485,3
486,4
487,1
488,1
489,9
490,5
491,3
492,5
493,6
494,4
495,1
496,0
497,9
498,10
499,6
