index,n
0,10
1,8
2,9
3,3
4,8
5,8
6,0
7,5
8,3
9,10
10,9
11,9
12,10
13,5
14,7
15,6
16,0
17,4
18,7
19,8
20,10
21,1
22,10
23,6
24,2
25,2
26,1
27,3
28,10
29,5
30,8
31,1
32,10
33,8
34,7
35,8
36,1
37,0
38,5
39,4
40,1
41,5
42,4
43,7
44,6
45,0
46,0
47,9
48,2
49,4
50,5
51,8
52,8
53,7
54,5
55,1
56,1
57,1
58,5
59,5
60,7
61,10
62,4
63,3
64,0
65,0
66,0
67,0
68,2
69,2
70,7
71,0
72,5
73,0
74,1
75,4
76,1
77,2
78,2
79,4
80,10
81,8
82,0
83,10
84,6
85,0
86,4
87,1
88,5
89,1
90,8
91,8
92,7
93,0
94,0
95,9
96,1
97,7
98,8
99,7
100,4
101,10
102,0
103,0
104,4
105,3
106,0
107,8
108,2
109,7
110,2
111,1
112,3
113,2
114,4
115,1
116,2
117,2
118,7
119,3
120,4
121,1
122,6
123,7
124,9
125,1
126,0
127,0
128,5
129,8
130,4
131,8
132,8
133,3
134,4
135,9
136,10
137,2
138,5
139,4
140,7
141,9
142,10
143,1
144,9
145,0
146,7
147,4
148,10
149,8
150,10
151,8
152,4
153,1
154,4
155,0
156,5
157,6
158,7
159,0
160,7
161,8
162,1
163,5
164,3
165,10
166,6
167,9
168,1
169,3
170,7
171,4
172,9
173,0
174,8
175,4
176,7
177,10
178,8
179,5
180,6
181,7
182,10
183,3
184,5
185,1
186,8
187,9
188,2
189,9
190,8
191,9
192,4
193,5
194,0
195,8
196,7
197,1
198,2
199,5
200,2
201,10
202,10
203,7
204,6
205,7
206,9
207,1
208,5
209,7
210,5
211,9
212,7
213,2
214,6
215,4
216,8
217,10
218,4
219,9
220,3
221,8
222,5
223,6
224,10
225,3
226,8
227,4
228,2
229,7
230,7
231,2
232,2
233,0
234,7
235,10
236,5
237,0
238,10
239,3
240,10
241,3
242,5
243,5
244,4
245,10
246,7
247,2
248,2
249,6
250,6
251,3
252,6
253,7
254,7
255,0
256,8
257,9
258,4
259,10
260,5
261,4
262,10
263,5
264,0
265,3
266,5
267,4
268,2
269,5
270,1
271,7
272,9
273,6
274,0
275,1
276,7
277,0
278,3
279,7
280,9
281,3
282,10
283,5
284,6
285,1
286,5
287,3
288,6
289,8
290,5
291,6
292,7
293,0
294,2
295,1
296,6
297,2
298,2
299,5
300,10
301,7
302,1
303,4
304,7
305,10
306,9
307,3
308,1
309,10
310,2
311,3
312,1
313,5
314,4
315,5
316,10
317,2
318,4
319,1
320,3
321,2
322,1
323,10
324,4
325,5
326,8
327,3
328,1
329,2
330,6
331,5
332,7
333,1
334,3
335,10
336,9
337,3
338,5
339,0
340,7
341,2
342,6
343,10
344,0
345,1
346,0
347,4
348,6
349,5
350,6
351,10
352,4
353,9
354,7
355,0
356,4
357,2
358,10
359,8
360,9
361,8
362,2
363,8
364,10
365,8
366,10
367,4
368,8
369,0
370,4
371,7
372,10
373,9
374,5
375,9
376,6
377,4
378,6
379,3
380,0
381,6
382,3
383,1
384,4
385,1
386,5
387,1
388,8
389,9
390,3
391,0
392,1
393,4
394,8
395,5
396,4
397,3
398,5
399,0
400,8
401,10
402,7
403,4
404,3
405,3
406,6
407,1
408,7
409,9
410,1
411,2
412,0
413,7
414,1
415,5
416,2
417,2
418,1
419,3
420,10
421,4
422,3
423,10
424,8
425,0
426,6
427,8
428,3
429,9
430,7
431,1
432,8
433,2
434,10
435,8
436,0
437,4
438,8
439,8
440,6
441,4
442,3
443,0
444,4
445,0
446,5
447,10
448,2
449,2
450,6
451,2
452,0
453,4
454,1
455,5
456,5
457,6
458,5
459,9
460,5
461,4
462,9
463,6
464,2
465,1
466,1
467,4
468,8
469,8
470,7
471,5
472,8
473,7
474,1
475,9
476,4
477,6
478,3
479,10
480,6
481,1
482,6
483,8
484,0
485,6
486,1
487,10
488,4
489,4
490,8
491,7
492,8
493,0
494,2
495,6
496,0
497,3
498,8
499,0
