index,n
0,5
1,6
2,8
3,6
4,1
5,6
6,4
7,8
8,10
9,1
10,8
11,5
12,1
13,0
14,8
15,10
16,8
17,10
18,8
19,2
20,6
21,8
22,1
23,8
24,3
25,5
26,3
27,6
28,7
29,9
30,0
31,8
32,1
33,8
34,10
35,1
36,10
37,6
38,6
39,2
40,8
41,4
42,5
43,3
44,4
45,10
46,0
47,10
48,8
49,0
50,4
51,5
52,4
53,8
54,3
55,8
56,4
57,8
58,0
59,1
60,2
61,3
62,7
63,7
64,2
65,0
66,4
67,6
68,2
69,2
70,2
71,3
72,9
73,10
74,2
75,1
76,3
77,0
78,1
79,0
80,2
81,0
82,4
83,10
84,8
85,0
86,7
87,0
88,2
89,4
90,0
91,1
92,6
93,7
94,6
95,1
96,7
97,6
98,2
99,5
100,0
101,0
102,9
103,5
104,3
105,7
106,0
107,6
108,9
109,2
110,6
111,5
112,0
113,9
114,0
115,5
116,2
117,5
118,10
119,3
120,6
121,3
122,1
123,6
124,1
125,8
126,8
127,6
128,8
129,1
130,7
131,10
132,0
133,1
134,10
135,3
136,6
137,2
138,0
139,7
140,4
141,2
142,8
143,8
144,1
145,2
146,4
147,10
148,8
149,1
150,6
151,4
152,9
153,3
154,5
155,1
156,9
157,2
158,1
159,7
160,1
161,8
162,10
163,10
164,9
165,7
166,3
167,4
168,2
169,3
170,10
171,3
172,1
173,10
174,2
175,10
176,6
177,3
178,1
179,2
180,4
181,9
182,6
183,5
184,7
185,10
186,5
187,1
188,3
189,6
190,10
191,9
192,4
193,5
194,2
195,10
196,9
197,5
198,2
199,9
200,4
201,8
202,2
203,8
204,1
205,0
206,7
207,10
208,9
209,2
210,9
211,2
212,7
213,4
214,2
215,7
216,3
217,9
218,1
219,0
220,0
221,9
222,4
223,0
224,3
225,3
226,6
227,4
228,8
229,9
230,0
231,6
232,9
233,4
234,7
235,4
236,0
237,3
238,10
239,8
240,6
241,5
242,10
243,7
244,3
245,10
246,6
247,2
248,6
249,5
250,5
251,6
252,6
253,5
254,4
255,7
256,1
257,8
258,8
259,6
260,7
261,4
262,5
263,3
264,6
265,0
266,3
267,2
268,0
269,10
270,6
271,7
272,8
273,9
274,3
275,2
276,1
277,1
278,9
279,6
280,4
281,8
282,5
283,3
284,3
285,7
286,3
287,1
288,1
289,0
290,1
291,2
292,0
293,9
294,0
295,8
296,6
297,6
298,5
299,10
300,6
301,8
302,9
303,9
304,7
305,3
306,4
307,4
308,2
309,7
310,0
311,8
312,5
313,8
314,10
315,4
316,2
317,1
318,7
319,4
320,0
321,7
322,5
323,10
324,3
325,3
326,8
327,0
328,1
329,2
330,2
331,6
332,4
333,6
334,6
335,9
336,8
337,4
338,10
339,3
340,4
341,3
342,6
343,6
344,1
345,9
346,7
347,10
348,3
349,5
350,5
351,5
352,8
353,2
354,6
355,4
356,9
357,7
358,2
359,2
360,2
361,6
362,4
363,4
364,4
365,1
366,1
367,1
368,10
369,10
370,1
371,5
372,7
373,0
374,4
375,5
376,4
377,7
378,4
379,7
380,1
381,9
382,4
383,1
384,10
385,5
386,3
387,0
388,3
389,9
390,9
391,2
392,8
393,7
394,4
395,3
396,1
397,5
398,3
399,7
400,9
401,3
402,1
403,5
404,10
405,3
406,6
407,7
408,0
409,8
410,5
411,5
412,7
413,0
414,9
415,5
416,1
417,0
418,3
419,5
420,6
421,7
422,3
423,9
424,10
425,9
426,8
427,9
428,9
429,4
430,7
431,1
432,3
433,5
434,8
435,0
436,7
437,8
438,1
439,0
440,4
441,2
442,9
443,8
444,10
445,3
446,7
447,2
448,2
449,4
450,3
451,1
452,1
453,9
454,3
455,6
456,10
457,9
458,4
459,7
460,0
461,1
462,2
463,7
464,10
465,6
466,2
467,10
468,2
469,10
470,3
471,4
472,9
473,10
474,8
475,9
476,5
477,3
478,6
479,7
480,8
481,4
482,7
483,6
484,10
485,6
486,8
487,4
488,7
489,9
490,4
491,7
492,7
493,2
494,3
495,6
496,4
497,9
498,5
499,6
