index,n
0,8
1,6
2,7
3,9
4,6
5,10
6,10
7,0
8,8
9,10
10,9
11,7
12,6
13,0
14,7
15,4
16,10
17,10
18,0
19,6
20,4
21,5
22,5
23,8
24,5
25,9
26,8
27,7
28,3
29,4
30,8
31,1
32,6
33,0
34,9
35,5
36,10
37,6
38,2
39,1
40,7
41,8
42,10
43,3
44,1
45,9
46,1
47,5
48,8
49,9
50,5
51,3
52,10
53,9
54,9
55,4
56,2
57,0
58,5
59,4
60,1
61,4
62,1
63,3
64,1
65,5
66,8
67,1
68,3
69,7
70,0
71,3
72,0
73,7
74,1
75,10
76,4
77,5
78,4
79,3
80,8
81,6
82,9
83,0
84,8
85,4
86,3
87,6
88,6
89,8
90,2
91,9
92,7
93,1
94,0
95,4
96,8
97,10
98,1
99,6
100,8
101,2
102,5
103,1
104,2
105,0
106,10
107,0
108,3
109,3
110,3
111,6
112,10
113,10
114,8
115,10
116,2
117,2
118,4
119,7
120,7
121,5
122,6
123,9
124,3
125,8
126,5
127,2
128,2
129,9
130,3
131,3
132,4
133,7
134,0
135,4
136,5
137,7
138,9
139,3
140,4
141,3
142,3
143,1
144,9
145,2
146,10
147,5
148,0
149,2
150,6
151,7
152,0
153,10
154,5
155,0
156,4
157,4
158,9
159,1
160,7
161,0
162,6
163,3
164,7
165,9
166,6
167,6
168,2
169,10
170,3
171,1
172,7
173,9
174,10
175,1
176,2
177,0
178,10
179,0
180,3
181,9
182,7
183,0
184,3
185,9
186,6
187,0
188,10
189,6
190,1
191,6
192,6
193,0
194,8
195,7
196,2
197,2
198,2
199,7
200,4
201,10
202,2
203,2
204,7
205,9
206,9
207,3
208,9
209,0
210,8
211,3
212,3
213,7
214,10
215,9
216,0
217,6
218,7
219,8
220,7
221,3
222,8
223,0
224,4
225,7
226,1
227,7
228,8
229,5
230,1
231,4
232,9
233,7
234,7
235,4
236,7
237,1
238,5
239,0
240,1
241,4
242,0
243,3
244,8
245,10
246,3
247,2
248,2
249,2
250,9
251,0
252,0
253,7
254,8
255,0
256,1
257,0
258,0
259,8
260,10
261,8
262,9
263,10
264,6
265,7
266,10
267,0
268,6
269,4
270,8
271,6
272,8
273,3
274,4
275,9
276,10
277,6
278,0
279,2
280,7
281,4
282,8
283,6
284,8
285,3
286,8
287,1
288,2
289,0
290,5
291,2
292,7
293,0
294,0
295,5
296,1
297,1
298,8
299,8
300,8
301,3
302,3
303,8
304,5
305,3
306,9
307,8
308,1
309,8
310,6
311,8
312,5
313,1
314,0
315,10
316,7
317,10
318,4
319,1
320,0
321,7
322,1
323,3
324,6
325,6
326,8
327,5
328,3
329,8
330,7
331,0
332,8
333,9
334,10
335,5
336,10
337,2
338,10
339,6
340,4
341,0
342,8
343,3
344,7
345,10
346,0
347,1
348,10
349,0
350,2
351,5
352,3
353,7
354,9
355,5
356,6
357,3
358,4
359,1
360,3
361,8
362,2
363,3
364,6
365,6
366,7
367,5
368,7
369,1
370,7
371,3
372,7
373,4
374,2
375,5
376,10
377,2
378,3
379,6
380,8
381,0
382,6
383,5
384,8
385,10
386,2
387,4
388,0
389,2
390,1
391,1
392,1
393,2
394,0
395,6
396,10
397,2
398,6
399,6
400,1
401,5
402,1
403,5
404,5
405,1
406,4
407,0
408,2
409,5
410,5
411,7
412,2
413,7
414,8
415,8
416,2
417,5
418,6
419,6
420,6
421,1
422,2
423,3
424,6
425,3
426,7
427,1
428,9
429,10
430,1
431,10
432,3
433,0
434,3
435,7
436,5
437,8
438,3
439,1
440,6
441,7
442,5
443,4
444,2
445,7
446,2
447,10
448,7
449,0
450,2
451,0
452,5
453,10
454,6
455,1
456,1
457,9
458,7
459,2
460,8
461,9
462,10
463,6
464,4
465,7
466,5
467,10
468,3
469,5
470,7
471,1
472,1
473,3
474,5
475,3
476,1
477,9
478,9
479,5
480,5
481,6
482,1
483,0
484,1
485,5
486,5
487,6
488,2
489,4
490,9
491,6
492,8
493,3
494,3
495,4
496,6
497,2
498,7
499,9
