index,n
0,1
1,6
2,6
3,9
4,0
5,6
6,4
7,7
8,4
9,7
10,1
11,1
12,9
13,8
14,10
15,2
16,3
17,6
18,6
19,9
20,9
21,1
22,5
23,1
24,0
25,5
26,6
27,6
28,2
29,6
30,9
31,8
32,10
33,3
34,2
35,1
36,9
37,8
38,3
39,2
40,7
41,10
42,8
43,9
44,10
45,2
46,1
47,8
48,1
49,8
50,0
51,4
52,5
53,10
54,4
55,4
56,3
57,3
58,3
59,7
60,8
61,5
62,1
63,9
64,4
65,9
66,7
67,3
68,10
69,3
70,1
71,6
72,1
73,3
74,8
75,3
76,10
77,2
78,8
79,2
80,1
81,0
82,4
83,8
84,2
85,1
86,4
87,10
88,4
89,3
90,6
91,2
92,8
93,10
94,7
95,5
96,7
97,3
98,3
99,9
100,8
101,7
102,5
103,10
104,8
105,6
106,4
107,10
108,2
109,2
110,1
111,8
112,2
113,6
114,4
115,9
116,9
117,5
118,9
119,2
120,0
121,2
122,9
123,10
124,1
125,8
126,1
127,0
128,5
129,5
130,6
131,6
132,5
133,7
134,10
135,2
136,6
137,8
138,10
139,6
140,0
141,9
142,9
143,7
144,2
145,7
146,10
147,0
148,10
149,7
150,1
151,8
152,1
153,3
154,9
155,7
156,7
157,3
158,9
159,2
160,10
161,5
162,1
163,5
164,2
165,7
166,5
167,8
168,2
169,2
170,8
171,8
172,2
173,9
174,6
175,3
176,3
177,8
178,8
179,0
180,5
181,4
182,9
183,4
184,2
185,9
186,7
187,8
188,8
189,3
190,5
191,10
192,10
193,2
194,2
195,3
196,5
197,1
198,9
199,4
200,1
201,4
202,0
203,8
204,5
205,6
206,9
207,7
208,10
209,3
210,2
211,8
212,7
213,3
214,3
215,2
216,5
217,8
218,4
219,10
220,10
221,6
222,3
223,1
224,0
225,0
226,3
227,4
228,6
229,0
230,0
231,8
232,3
233,1
234,0
235,6
236,7
237,1
238,6
239,10
240,8
241,9
242,10
243,4
244,7
245,4
246,0
247,6
248,5
249,8
250,7
251,6
252,5
253,6
254,8
255,2
256,4
257,8
258,9
259,6
260,1
261,9
262,10
263,5
264,5
265,5
266,7
267,5
268,9
269,8
270,4
271,6
272,1
273,9
274,0
275,9
276,10
277,10
278,6
279,2
280,2
281,7
282,6
283,3
284,4
285,6
286,3
287,4
288,10
289,10
290,3
291,10
292,0
293,7
294,6
295,6
296,7
297,2
298,1
299,10
300,4
301,1
302,2
303,8
304,5
305,7
306,5
307,9
308,7
309,8
310,10
311,2
312,2
313,3
314,1
315,5
316,6
317,0
318,2
319,7
320,8
321,5
322,1
323,7
324,1
325,9
326,7
327,6
328,5
329,2
330,0
331,6
332,1
333,7
334,5
335,4
336,6
337,6
338,0
339,3
340,4
341,4
342,0
343,8
344,4
345,5
346,3
347,8
348,5
349,2
350,0
351,1
352,9
353,7
354,9
355,7
356,7
357,2
358,8
359,0
360,1
361,1
362,9
363,5
364,7
365,8
366,0
367,5
368,10
369,2
370,9
371,9
372,0
373,8
374,4
375,0
376,0
377,0
378,1
379,9
380,7
381,2
382,3
383,5
384,5
385,4
386,0
387,9
388,4
389,0
390,0
391,4
392,7
393,3
394,4
395,9
396,7
397,4
398,6
399,2
400,1
401,0
402,9
403,0
404,0
405,4
406,4
407,2
408,6
409,2
410,2
411,5
412,10
413,6
414,1
415,4
416,9
417,1
418,4
419,6
420,8
421,3
422,4
423,4
424,4
425,9
426,3
427,1
428,10
429,2
430,9
431,5
432,6
433,10
434,4
435,3
436,9
437,0
438,0
439,0
440,2
441,3
442,9
443,6
444,7
445,1
446,8
447,9
448,5
449,1
450,2
451,9
452,10
453,3
454,2
455,7
456,0
457,9
458,7
459,2
460,5
461,5
462,7
463,4
464,10
465,10
466,7
467,1
468,3
469,8
470,1
471,3
472,9
473,0
474,5
475,5
476,8
477,0
478,2
479,7
480,7
481,1
482,4
483,4
484,10
485,0
486,1
487,0
488,9
489,1
490,5
491,0
492,2
493,1
494,1
495,6
496,3
497,2
498,9
499,4
