index,n
0,10
1,7
2,5
3,1
4,8
5,7
6,8
7,2
8,9
9,10
10,7
11,7
12,7
13,9
14,8
15,4
16,2
17,6
18,10
19,4
20,3
21,0
22,7
23,5
24,5
25,9
26,6
27,6
28,8
29,2
30,5
31,8
32,1
33,2
34,10
35,7
36,0
37,8
38,3
39,10
40,1
41,0
42,3
43,2
44,3
45,2
46,9
47,2
48,1
49,0
50,1
51,9
52,9
53,0
54,7
55,2
56,6
57,3
58,7
59,8
60,2
61,6
62,7
63,10
64,7
65,9
66,2
67,7
68,5
69,3
70,0
71,5
72,4
73,3
74,8
75,9
76,5
77,8
78,10
79,6
80,7
81,0
82,4
83,6
84,8
85,4
86,8
87,1
88,9
89,5
90,4
91,2
92,3
93,4
94,7
95,6
96,6
97,8
98,0
99,3
100,5
101,6
102,10
103,1
104,1
105,6
106,0
107,10
108,8
109,7
110,5
111,7
112,6
113,8
114,4
115,4
116,0
117,7
118,2
119,1
120,10
121,8
122,8
123,1
124,3
125,1
126,3
127,6
128,7
129,10
130,4
131,0
132,7
133,3
134,10
135,7
136,9
137,6
138,6
139,9
140,3
141,10
142,2
143,7
144,6
145,7
146,9
147,4
148,3
149,0
150,5
151,0
152,9
153,5
154,7
155,5
156,9
157,10
158,8
159,2
160,4
161,2
162,3
163,0
164,3
165,6
166,9
167,0
168,3
169,4
170,8
171,6
172,10
173,3
174,7
175,3
176,9
177,1
178,4
179,8
180,3
181,0
182,2
183,4
184,10
185,6
186,1
187,9
188,0
189,9
190,3
191,1
192,2
193,3
194,2
195,9
196,10
197,5
198,2
199,7
200,9
201,5
202,6
203,5
204,10
205,9
206,9
207,6
208,8
209,5
210,4
211,4
212,6
213,2
214,2
215,1
216,3
217,7
218,4
219,0
220,5
221,7
222,3
223,8
224,5
225,10
226,9
227,1
228,5
229,4
230,3
231,9
232,5
233,6
234,6
235,1
236,0
237,5
238,2
239,0
240,5
241,8
242,5
243,7
244,8
245,10
246,9
247,9
248,0
249,3
250,7
251,0
252,4
253,7
254,7
255,4
256,1
257,3
258,0
259,7
260,7
261,5
262,1
263,5
264,3
265,9
266,3
267,0
268,9
269,7
270,6
271,1
272,7
273,9
274,6
275,3
276,10
277,10
278,10
279,7
280,2
281,7
282,8
283,9
284,1
285,2
286,9
287,0
288,6
289,8
290,5
291,7
292,5
293,8
294,1
295,2
296,3
297,0
298,5
299,5
300,6
301,6
302,0
303,9
304,5
305,5
306,3
307,5
308,10
309,9
310,1
311,1
312,9
313,10
314,10
315,8
316,1
317,9
318,1
319,0
320,6
321,0
322,0
323,2
324,8
325,9
326,0
327,2
328,9
329,10
330,1
331,5
332,3
333,5
334,7
335,10
336,3
337,6
338,9
339,5
340,8
341,3
342,6
343,10
344,10
345,4
346,4
347,2
348,8
349,10
350,5
351,7
352,10
353,6
354,2
355,8
356,4
357,2
358,6
359,1
360,0
361,4
362,9
363,0
364,7
365,9
366,0
367,2
368,3
369,0
370,0
371,1
372,7
373,8
374,2
375,8
376,3
377,6
378,4
379,9
380,9
381,8
382,0
383,10
384,8
385,4
386,1
387,5
388,5
389,3
390,1
391,2
392,9
393,3
394,1
395,3
396,5
397,1
398,7
399,4
400,7
401,8
402,5
403,1
404,8
405,6
406,0
407,5
408,3
409,1
410,8
411,0
412,5
413,9
414,9
415,4
416,9
417,6
418,5
419,10
420,4
421,9
422,8
423,3
424,7
425,4
426,0
427,0
428,7
429,7
430,0
431,10
432,10
433,0
434,0
435,5
436,7
437,6
438,7
439,6
440,9
441,5
442,2
443,8
444,4
445,7
446,5
447,5
448,3
449,2
450,2
451,4
452,9
453,10
454,7
455,0
456,1
457,1
458,9
459,3
460,10
461,2
462,1
463,8
464,4
465,4
466,6
467,9
468,2
469,0
470,8
471,8
472,1
473,5
474,6
475,2
476,4
477,0
478,7
479,7
480,9
481,0
482,7
483,9
484,1
485,9
486,5
487,3
488,0
489,2
490,3
491,3
492,0
493,2
494,5
495,1
496,9
497,8
498,0
499,7
