index,n
0,8
1,5
2,5
3,7
4,0
5,7
6,5
7,6
8,1
9,7
10,0
11,10
12,4
13,9
14,7
15,5
16,3
17,6
18,8
19,2
20,1
21,1
22,0
23,5
24,10
25,2
26,2
27,1
28,8
29,5
30,6
31,9
32,2
33,8
34,6
35,8
36,8
37,3
38,4
39,7
40,2
41,10
42,0
43,5
44,7
45,3
46,8
47,5
48,3
49,1
50,0
51,8
52,7
53,5
54,8
55,1
56,2
57,8
58,3
59,10
60,1
61,3
62,7
63,2
64,7
65,2
66,10
67,10
68,0
69,10
70,0
71,7
72,6
73,4
74,4
75,3
76,7
77,5
78,6
79,0
80,9
81,0
82,4
83,8
84,6
85,3
86,2
87,7
88,10
89,4
90,2
91,2
92,9
93,3
94,3
95,4
96,3
97,5
98,3
99,0
100,0
101,6
102,1
103,2
104,2
105,1
106,4
107,7
108,8
109,7
110,10
111,10
112,2
113,5
114,3
115,8
116,9
117,4
118,9
119,4
120,4
121,1
122,0
123,4
124,7
125,8
126,5
127,9
128,3
129,0
130,4
131,0
132,1
133,9
134,10
135,4
136,5
137,4
138,8
139,3
140,9
141,1
142,3
143,5
144,1
145,6
146,7
147,0
148,9
149,7
150,8
151,3
152,10
153,4
154,9
155,6
156,9
157,10
158,2
159,1
160,2
161,4
162,2
163,0
164,8
165,1
166,7
167,5
168,8
169,10
170,6
171,6
172,7
173,6
174,9
175,4
176,5
177,0
178,2
179,9
180,10
181,4
182,0
183,3
184,9
185,6
186,2
187,2
188,4
189,1
190,8
191,6
192,5
193,10
194,2
195,1
196,9
197,5
198,5
199,2
200,1
201,6
202,0
203,0
204,3
205,6
206,8
207,3
208,10
209,8
210,7
211,0
212,6
213,0
214,8
215,5
216,4
217,0
218,6
219,4
220,10
221,10
222,7
223,8
224,7
225,1
226,8
227,4
228,3
229,3
230,1
231,8
232,9
233,3
234,5
235,3
236,0
237,7
238,8
239,10
240,7
241,6
242,3
243,3
244,8
245,1
246,5
247,1
248,5
249,7
250,10
251,7
252,4
253,1
254,2
255,1
256,6
257,7
258,4
259,2
260,1
261,2
262,9
263,2
264,4
265,7
266,7
267,5
268,9
269,7
270,7
271,1
272,3
273,9
274,4
275,5
276,4
277,10
278,7
279,4
280,2
281,8
282,1
283,10
284,4
285,3
286,2
287,1
288,4
289,3
290,7
291,1
292,10
293,2
294,10
295,3
296,8
297,6
298,7
299,7
300,7
301,7
302,6
303,5
304,4
305,7
306,0
307,7
308,5
309,0
310,6
311,9
312,4
313,5
314,5
315,0
316,3
317,1
318,9
319,1
320,2
321,3
322,8
323,5
324,3
325,5
326,3
327,6
328,0
329,9
330,1
331,8
332,6
333,6
334,10
335,4
336,10
337,10
338,5
339,6
340,5
341,4
342,10
343,4
344,9
345,5
346,1
347,6
348,10
349,2
350,6
351,2
352,5
353,6
354,6
355,3
356,4
357,5
358,5
359,6
360,8
361,9
362,1
363,1
364,1
365,10
366,0
367,2
368,9
369,10
370,0
371,1
372,9
373,7
374,8
375,10
376,6
377,7
378,5
379,9
380,8
381,4
382,6
383,0
384,8
385,3
386,4
387,0
388,3
389,8
390,10
391,2
392,3
393,1
394,6
395,2
396,5
397,10
398,3
399,6
400,1
401,7
402,9
403,9
404,7
405,4
406,3
407,1
408,8
409,4
410,6
411,2
412,7
413,3
414,10
415,2
416,10
417,5
418,7
419,8
420,0
421,10
422,0
423,8
424,10
425,10
426,3
427,5
428,2
429,8
430,1
431,5
432,6
433,4
434,8
435,0
436,6
437,10
438,8
439,3
440,2
441,9
442,9
443,9
444,5
445,4
446,6
447,7
448,4
449,9
450,5
451,1
452,9
453,1
454,2
455,10
456,7
457,0
458,5
459,1
460,4
461,9
462,2
463,0
464,2
465,5
466,5
467,9
468,0
469,6
470,2
471,9
472,5
473,7
474,10
475,9
476,9
477,6
478,8
479,10
480,0
481,4
482,2
483,2
484,10
485,2
486,7
487,0
488,5
489,4
490,6
491,10
492,6
493,6
494,9
495,0
496,3
497,7
498,10
499,0
