playerID,mlb_playerID,npb_playerID,kbo_playerID,birthYear,birthMonth,birthDay,nameLast,nameFirst,nameFull,mlb_weight,npb_weight,kbo_weight,height,bats,throws
MLB__NPB_102080_KBO_96480,,102080,96480,1943,11,27,Baek,In-Cheon,In-Cheon Baek,181,181,170,69,R,R
MLB__NPB_102380_KBO_83324,,102380,83324,1948,5,10,Lee,Won-Guk,Won-Guk Lee,181,181,181,73,R,R
MLB__NPB_102608_KBO_83999,,102608,83999,1950,12,27,Matsubara,Akio,Akio Matsubara,201,201,201,72,R,R
MLB__NPB_102687_KBO_84999,,102687,84999,1951,5,11,Niura,Hisao,Hisao Niura,176,176,176,72,L,L
MLB__NPB_102771_KBO_86303,,102771,86303,1952,10,16,Kaneshiro,Motoyasu,Motoyasu Kaneshiro,172,172,172,70,R,R
MLB__NPB_102864_KBO_80057,,102864,80057,1950,12,13,Ishiyama,Kazuhide,Kazuhide Ishiyama,170,170,165,68,R,R
MLB__NPB_102893_KBO_83800,,102893,83800,1954,4,7,Kim,Moo-Jong,Moo-Jong Kim,187,187,187,72,R,R
MLB__NPB_103035_KBO_84573,,103035,84573,1954,11,11,Hong,Moon-Jong,Moon-Jong Hong,159,159,159,71,L,L
MLB__NPB_103094_KBO_88274,,103094,88274,1956,10,15,Song,Jae-Bak,Jae-Bak Song,172,172,172,71,R,R
MLB__NPB_103191_KBO_87413,,103191,87413,1956,5,22,Kim,Seong-Gil,Seong-Gil Kim,150,150,150,71,R,R
MLB__NPB_103276_KBO_80073,,103276,80073,1958,12,21,Yanagisawa,Takao,Takao Yanagisawa,150,150,150,69,R,R
MLB__NPB_103292_KBO_94518,,103292,94518,1961,7,10,Kono,Junki,Junki Kono,168,168,168,72,R,R
MLB__NPB_103436_KBO_86781,,103436,86781,1962,4,17,Ko,Won-Bu,Won-Bu Ko,159,159,159,69,R,R
MLB__NPB_103438_KBO_88711,,103438,88711,1962,6,16,Miyagi,Hiroaki,Hiroaki Miyagi,216,216,216,76,L,L
MLB__NPB_103504_KBO_88308,,103504,88308,1963,6,20,Hamada,Kazuo,Kazuo Hamada,194,194,194,70,R,R
MLB__NPB_103639_KBO_89471,,103639,89471,1962,8,9,Song,Kwang-Hoon,Kwang-Hoon Song,179,179,179,71,R,R
MLB__NPB_103670_KBO_73540,,103670,73540,1965,11,20,Mitsuyama,Hidekazu,Hidekazu Mitsuyama,205,205,207,73,R,R
MLB__NPB_103706_KBO_91355,,103706,91355,1962,8,13,Sato,Fumihiko,Fumihiko Sato,187,187,187,71,R,R
MLB__NPB_103809_KBO_94408,,103809,94408,1967,6,3,Kim,Sil,Sil Kim,159,159,159,68,L,L
MLB__NPB_103970_KBO_73229,,103970,73229,1967,6,3,Iriki,Satoshi,Satoshi Iriki,176,176,176,70,R,R
MLB__NPB_104381_KBO_76810,,104381,76810,1974,5,27,Shiotani,Kazuhiko,Kazuhiko Shiotani,172,172,185,71,R,R
MLB__NPB_104405_KBO_85672,,104405,85672,1963,1,10,Sun,Dong-Yeol,Dong-Yeol Sun,198,198,214,73,R,R
MLB__NPB_104525_KBO_75799,,104525,75799,1973,4,5,Cho,Sung-Min,Sung-Min Cho,212,212,243,76,R,R
MLB__NPB_104591_KBO_71720,,104591,71720,1967,4,26,Warren,Brian,Brian Warren,181,181,179,73,R,R
MLB__NPB_104614_KBO_93607,,104614,93607,1970,8,15,Lee,Jong-Beom,Jong-Beom Lee,161,161,161,70,R,R
MLB__NPB_104681_KBO_72322,,104681,72322,1969,6,21,Paul,Corey,Corey Paul,181,181,198,73,L,L
MLB__NPB_104797_KBO_92704,,104797,92704,1972,3,28,Jung,Min-Cheul,Min-Cheul Jung,179,179,179,74,R,R
MLB__NPB_104827_KBO_75230,,104827,75230,1977,2,15,Randel,Matt,Matt Randel,181,181,181,72,R,R
MLB__NPB_104888_KBO_92301,,104888,92301,1970,3,1,Chung,Min-Tae,Min-Tae Chung,198,198,198,72,R,R
MLB__NPB_104912_KBO_60156,,104912,60156,1974,10,21,Okamoto,Shinya,Shinya Okamoto,209,209,209,72,R,R
MLB__NPB_105079_KBO_98233,,105079,98233,1969,8,19,Woods,Ty,Ty Woods,190,190,220,73,R,R
MLB__NPB_105196_KBO_95436,,105196,95436,1976,8,18,Lee,Seung-Yeop,Seung-Yeop Lee,187,187,194,72,L,L
MLB__NPB_105273_KBO_77860,,105273,77860,1974,11,22,Rayborn,Kenny,Kenny Rayborn,209,209,223,76,R,R
MLB__NPB_105283_KBO_79650,,105283,79650,1977,1,11,Guttormson,Rick,Rick Guttormson,185,185,201,74,R,R
MLB__NPB_105423_KBO_79720,,105423,79720,1984,4,16,Ohara,Heishu,Heishu Ohara,187,187,190,73,R,R
MLB__NPB_105457_KBO_97109,,105457,97109,1974,10,25,Lee,Byung-Kyu,Byung-Kyu Lee,181,181,187,73,L,L
MLB__NPB_105555_KBO_60329,,105555,60329,1977,3,15,Burnside,Adrian,Adrian Burnside,209,209,209,75,R,L
MLB__NPB_105586_KBO_66452,,105586,66452,1983,1,5,Baldiris,Aarom,Aarom Baldiris,198,198,198,73,R,R
MLB__NPB_105661_KBO_98259,,105661,98259,1979,3,12,Lee,Hye-Chun,Hye-Chun Lee,194,194,198,72,L,L
MLB__NPB_105735_KBO_70756,,105735,70756,1981,11,25,Lee,Bum-Ho,Bum-Ho Lee,205,205,209,72,R,R
MLB__NPB_105736_KBO_71752,,105736,71752,1982,5,29,Kim,Tae-Kyun,Tae-Kyun Kim,220,220,243,73,R,R
MLB__NPB_106018_KBO_66748,,106018,66748,1985,6,1,Maestri,Alex,Alex Maestri,176,176,176,72,R,R
MLB__NPB_106284_KBO_67008,,106284,67008,1989,3,23,Lee,Dae-Eun,Dae-Eun Lee,190,190,198,74,L,R
MLB__NPB_106312_KBO_62859,,106312,62859,1984,12,16,Santiago,Mario,Mario Santiago,209,209,209,74,R,R
MLB__NPB_106402_KBO_67435,,106402,67435,1989,7,29,Petrick,Zach,Zach Petrick,194,194,198,75,R,R
MLB__NPB_106438_KBO_69813,,106438,69813,1990,10,29,Ha,Jae-Hoon,Jae-Hoon Ha,192,192,198,72,R,R
MLB__NPB_106776_KBO_52308,,106776,52308,1993,1,5,Eppler,Tyler,Tyler Eppler,229,229,229,77,R,R
MLB__NPB_107010_KBO_67025,,107010,67025,1990,5,24,Rojas,Mel,Mel Rojas,243,243,225,74,B,R
