index,n
0,7
1,2
2,10
3,7
4,2
5,2
6,2
7,8
8,7
9,3
10,1
11,7
12,8
13,1
14,8
15,6
16,10
17,0
18,0
19,5
20,9
21,4
22,3
23,2
24,2
25,1
26,10
27,1
28,2
29,10
30,3
31,8
32,10
33,10
34,6
35,7
36,8
37,4
38,6
39,4
40,4
41,9
42,10
43,1
44,5
45,1
46,3
47,6
48,8
49,5
50,1
51,3
52,3
53,0
54,5
55,0
56,0
57,1
58,4
59,7
60,1
61,9
62,9
63,1
64,3
65,7
66,1
67,7
68,7
69,3
70,5
71,5
72,0
73,3
74,4
75,3
76,6
77,1
78,1
79,1
80,3
81,2
82,9
83,9
84,1
85,9
86,6
87,4
88,8
89,4
90,0
91,9
92,4
93,6
94,4
95,4
96,3
97,6
98,10
99,10
100,10
101,8
102,1
103,0
104,3
105,9
106,5
107,5
108,5
109,9
110,3
111,2
112,6
113,10
114,3
115,5
116,8
117,1
118,7
119,4
120,3
121,4
122,2
123,10
124,1
125,3
126,9
127,2
128,2
129,1
130,4
131,3
132,1
133,4
134,7
135,0
136,1
137,9
138,6
139,1
140,6
141,4
142,2
143,1
144,5
145,5
146,7
147,3
148,10
149,7
150,10
151,2
152,3
153,1
154,3
155,10
156,5
157,5
158,2
159,7
160,4
161,5
162,4
163,1
164,7
165,9
166,7
167,4
168,9
169,5
170,2
171,4
172,6
173,5
174,3
175,8
176,1
177,6
178,2
179,8
180,4
181,1
182,9
183,0
184,10
185,2
186,0
187,9
188,2
189,1
190,4
191,1
192,0
193,10
194,9
195,8
196,2
197,6
198,5
199,0
200,9
201,1
202,10
203,9
204,5
205,7
206,3
207,3
208,5
209,9
210,3
211,5
212,5
213,8
214,5
215,1
216,3
217,5
218,3
219,6
220,10
221,9
222,6
223,6
224,10
225,5
226,7
227,3
228,0
229,2
230,4
231,8
232,4
233,6
234,9
235,0
236,3
237,0
238,9
239,2
240,5
241,2
242,10
243,0
244,2
245,0
246,5
247,0
248,9
249,2
250,9
251,0
252,7
253,5
254,4
255,5
256,1
257,4
258,3
259,4
260,7
261,7
262,10
263,2
264,7
265,2
266,0
267,8
268,3
269,8
270,2
271,8
272,4
273,8
274,7
275,8
276,0
277,4
278,10
279,1
280,1
281,4
282,10
283,9
284,5
285,3
286,6
287,6
288,1
289,5
290,2
291,9
292,9
293,8
294,6
295,1
296,2
297,7
298,6
299,7
300,10
301,8
302,6
303,7
304,4
305,2
306,9
307,1
308,6
309,10
310,2
311,2
312,9
313,10
314,0
315,2
316,7
317,1
318,6
319,2
320,4
321,9
322,2
323,2
324,6
325,4
326,4
327,0
328,5
329,3
330,1
331,8
332,8
333,2
334,4
335,6
336,4
337,0
338,6
339,6
340,10
341,1
342,8
343,0
344,0
345,9
346,6
347,5
348,8
349,0
350,9
351,9
352,3
353,1
354,8
355,9
356,2
357,0
358,4
359,8
360,3
361,8
362,1
363,10
364,9
365,9
366,2
367,10
368,5
369,4
370,4
371,1
372,7
373,0
374,3
375,3
376,0
377,7
378,2
379,6
380,3
381,9
382,2
383,10
384,6
385,6
386,2
387,4
388,9
389,4
390,9
391,2
392,8
393,9
394,6
395,1
396,0
397,9
398,7
399,7
400,2
401,8
402,6
403,3
404,3
405,6
406,5
407,0
408,8
409,6
410,1
411,6
412,3
413,7
414,3
415,7
416,7
417,7
418,8
419,5
420,1
421,1
422,3
423,5
424,10
425,2
426,7
427,1
428,5
429,4
430,0
431,1
432,5
433,3
434,6
435,9
436,9
437,0
438,4
439,5
440,2
441,1
442,3
443,5
444,8
445,8
446,7
447,2
448,8
449,10
450,8
451,1
452,8
453,8
454,0
455,4
456,4
457,9
458,2
459,6
460,9
461,0
462,3
463,10
464,4
465,1
466,7
467,2
468,5
469,3
470,4
471,4
472,8
473,8
474,1
475,5
476,10
477,6
478,10
479,2
480,10
481,4
482,8
483,9
484,5
485,4
486,1
487,6
488,5
489,0
490,8
491,2
492,2
493,6
494,10
495,2
496,5
497,4
498,9
499,2
