index,n
0,1
1,1
2,10
3,8
4,9
5,3
6,5
7,2
8,0
9,9
10,5
11,9
12,1
13,7
14,2
15,3
16,5
17,10
18,6
19,8
20,8
21,3
22,7
23,9
24,5
25,4
26,4
27,1
28,0
29,7
30,7
31,10
32,5
33,5
34,4
35,1
36,6
37,4
38,9
39,1
40,4
41,0
42,6
43,5
44,7
45,2
46,1
47,4
48,10
49,3
50,2
51,5
52,6
53,3
54,2
55,6
56,3
57,7
58,3
59,0
60,4
61,9
62,2
63,10
64,10
65,1
66,0
67,10
68,3
69,8
70,1
71,2
72,9
73,1
74,7
75,2
76,7
77,6
78,2
79,8
80,9
81,0
82,6
83,0
84,9
85,0
86,10
87,7
88,5
89,6
90,9
91,2
92,7
93,4
94,5
95,3
96,9
97,5
98,9
99,9
100,2
101,0
102,0
103,9
104,2
105,1
106,3
107,10
108,10
109,7
110,10
111,0
112,1
113,8
114,6
115,1
116,6
117,10
118,8
119,10
120,1
121,9
122,1
123,7
124,2
125,4
126,2
127,5
128,3
129,4
130,9
131,2
132,3
133,6
134,4
135,1
136,9
137,7
138,9
139,8
140,2
141,8
142,5
143,9
144,0
145,6
146,10
147,8
148,4
149,3
150,9
151,0
152,0
153,7
154,3
155,1
156,5
157,5
158,2
159,5
160,10
161,8
162,5
163,5
164,7
165,3
166,10
167,10
168,7
169,0
170,9
171,10
172,9
173,5
174,8
175,9
176,0
177,8
178,4
179,2
180,0
181,9
182,7
183,3
184,2
185,6
186,10
187,3
188,6
189,9
190,0
191,8
192,8
193,5
194,4
195,10
196,9
197,9
198,10
199,4
200,10
201,5
202,9
203,6
204,7
205,8
206,1
207,2
208,5
209,9
210,5
211,0
212,0
213,5
214,9
215,1
216,2
217,2
218,2
219,5
220,0
221,4
222,3
223,7
224,8
225,10
226,4
227,2
228,0
229,10
230,3
231,1
232,3
233,4
234,9
235,7
236,8
237,7
238,3
239,10
240,10
241,2
242,10
243,7
244,0
245,0
246,9
247,7
248,6
249,2
250,9
251,4
252,7
253,10
254,4
255,4
256,9
257,7
258,1
259,8
260,9
261,7
262,5
263,4
264,10
265,3
266,6
267,5
268,9
269,6
270,7
271,4
272,3
273,7
274,3
275,2
276,5
277,9
278,3
279,9
280,3
281,7
282,7
283,0
284,8
285,9
286,8
287,5
288,5
289,3
290,9
291,10
292,2
293,5
294,7
295,2
296,6
297,0
298,9
299,6
300,10
301,0
302,8
303,1
304,0
305,4
306,8
307,7
308,10
309,0
310,1
311,4
312,7
313,5
314,2
315,3
316,4
317,2
318,8
319,3
320,10
321,5
322,0
323,4
324,3
325,1
326,3
327,4
328,10
329,8
330,2
331,6
332,7
333,3
334,8
335,2
336,1
337,5
338,0
339,10
340,4
341,6
342,3
343,4
344,0
345,4
346,5
347,4
348,6
349,7
350,9
351,1
352,8
353,3
354,10
355,9
356,3
357,9
358,6
359,1
360,7
361,6
362,5
363,4
364,8
365,8
366,0
367,0
368,8
369,2
370,3
371,8
372,9
373,9
374,4
375,10
376,3
377,6
378,3
379,10
380,10
381,8
382,0
383,7
384,1
385,0
386,0
387,3
388,5
389,3
390,1
391,6
392,8
393,8
394,7
395,9
396,10
397,10
398,6
399,2
400,7
401,3
402,8
403,4
404,9
405,1
406,4
407,7
408,4
409,0
410,0
411,3
412,8
413,6
414,8
415,2
416,1
417,2
418,6
419,0
420,2
421,0
422,8
423,5
424,4
425,0
426,10
427,4
428,9
429,3
430,1
431,7
432,3
433,1
434,8
435,8
436,1
437,2
438,5
439,0
440,8
441,4
442,5
443,7
444,6
445,8
446,0
447,2
448,2
449,0
450,9
451,4
452,9
453,3
454,6
455,4
456,3
457,1
458,3
459,2
460,6
461,2
462,10
463,2
464,1
465,0
466,5
467,9
468,3
469,9
470,7
471,9
472,8
473,1
474,7
475,8
476,2
477,0
478,8
479,1
480,2
481,7
482,6
483,7
484,2
485,1
486,8
487,2
488,10
489,9
490,2
491,1
492,0
493,2
494,8
495,1
496,10
497,0
498,8
499,8
