index,n
0,10
1,1
2,10
3,4
4,2
5,1
6,7
7,10
8,7
9,7
10,5
11,1
12,10
13,3
14,2
15,3
16,4
17,7
18,10
19,8
20,1
21,0
22,5
23,5
24,5
25,1
26,7
27,3
28,3
29,7
30,7
31,7
32,4
33,2
34,0
35,4
36,9
37,5
38,2
39,6
40,7
41,8
42,8
43,10
44,8
45,4
46,6
47,7
48,5
49,4
50,7
51,9
52,4
53,6
54,7
55,1
56,7
57,0
58,9
59,0
60,1
61,0
62,5
63,0
64,5
65,6
66,6
67,4
68,1
69,1
70,8
71,7
72,8
73,8
74,9
75,10
76,3
77,1
78,5
79,8
80,2
81,6
82,5
83,6
84,5
85,4
86,10
87,0
88,5
89,3
90,2
91,0
92,2
93,5
94,8
95,0
96,8
97,0
98,5
99,0
100,6
101,9
102,6
103,10
104,2
105,3
106,4
107,3
108,7
109,4
110,3
111,8
112,9
113,5
114,3
115,7
116,1
117,2
118,9
119,7
120,4
121,10
122,5
123,2
124,1
125,1
126,9
127,7
128,10
129,1
130,1
131,3
132,2
133,9
134,5
135,4
136,9
137,1
138,0
139,1
140,0
141,6
142,6
143,7
144,6
145,3
146,10
147,8
148,9
149,5
150,5
151,1
152,7
153,6
154,9
155,7
156,5
157,5
158,5
159,10
160,10
161,5
162,1
163,10
164,4
165,3
166,7
167,2
168,8
169,2
170,5
171,0
172,7
173,10
174,4
175,1
176,7
177,3
178,5
179,9
180,6
181,3
182,3
183,3
184,8
185,4
186,4
187,6
188,0
189,9
190,5
191,3
192,3
193,6
194,4
195,2
196,8
197,4
198,2
199,0
200,6
201,5
202,6
203,2
204,6
205,8
206,4
207,6
208,10
209,4
210,2
211,5
212,1
213,10
214,3
215,8
216,1
217,2
218,4
219,5
220,0
221,5
222,1
223,9
224,4
225,2
226,5
227,3
228,7
229,9
230,9
231,1
232,4
233,3
234,5
235,8
236,5
237,1
238,6
239,1
240,9
241,2
242,10
243,3
244,8
245,4
246,7
247,7
248,7
249,10
250,0
251,7
252,0
253,7
254,10
255,5
256,10
257,0
258,6
259,10
260,6
261,4
262,4
263,10
264,5
265,1
266,10
267,5
268,4
269,9
270,3
271,3
272,7
273,9
274,7
275,5
276,3
277,3
278,5
279,9
280,0
281,8
282,1
283,5
284,3
285,2
286,7
287,10
288,3
289,6
290,10
291,8
292,0
293,8
294,9
295,9
296,10
297,5
298,7
299,8
300,2
301,4
302,7
303,7
304,0
305,5
306,5
307,6
308,5
309,9
310,7
311,1
312,1
313,6
314,8
315,5
316,2
317,10
318,0
319,4
320,7
321,9
322,3
323,8
324,10
325,6
326,6
327,4
328,0
329,6
330,3
331,5
332,8
333,10
334,8
335,2
336,2
337,4
338,8
339,4
340,1
341,2
342,2
343,6
344,0
345,10
346,0
347,1
348,0
349,9
350,9
351,9
352,6
353,4
354,2
355,0
356,0
357,6
358,5
359,6
360,5
361,10
362,7
363,7
364,6
365,5
366,4
367,10
368,5
369,5
370,7
371,10
372,8
373,8
374,1
375,3
376,7
377,7
378,8
379,6
380,10
381,3
382,1
383,8
384,0
385,8
386,1
387,9
388,0
389,8
390,0
391,6
392,8
393,1
394,1
395,7
396,5
397,2
398,10
399,3
400,10
401,2
402,7
403,3
404,4
405,0
406,10
407,9
408,1
409,5
410,4
411,6
412,2
413,3
414,2
415,8
416,4
417,2
418,3
419,6
420,3
421,6
422,0
423,5
424,2
425,6
426,4
427,6
428,0
429,9
430,8
431,2
432,9
433,7
434,5
435,8
436,2
437,8
438,6
439,8
440,1
441,2
442,0
443,8
444,5
445,8
446,9
447,6
448,9
449,3
450,5
451,1
452,8
453,9
454,3
455,8
456,1
457,7
458,10
459,4
460,7
461,1
462,1
463,10
464,3
465,9
466,5
467,9
468,9
469,2
470,5
471,9
472,8
473,3
474,2
475,10
476,2
477,4
478,5
479,1
480,2
481,7
482,5
483,10
484,4
485,8
486,10
487,3
488,0
489,4
490,9
491,7
492,10
493,6
494,7
495,7
496,2
497,2
498,3
499,3
