index,n
0,1
1,2
2,10
3,0
4,6
5,4
6,5
7,10
8,1
9,0
10,4
11,0
12,4
13,8
14,2
15,3
16,10
17,7
18,4
19,8
20,7
21,0
22,6
23,1
24,5
25,0
26,10
27,10
28,5
29,7
30,8
31,5
32,1
33,1
34,5
35,5
36,0
37,10
38,7
39,5
40,10
41,6
42,5
43,8
44,0
45,10
46,4
47,7
48,7
49,8
50,5
51,4
52,8
53,6
54,6
55,4
56,1
57,7
58,9
59,1
60,0
61,7
62,5
63,4
64,7
65,3
66,8
67,3
68,4
69,7
70,4
71,4
72,5
73,2
74,7
75,8
76,10
77,3
78,7
79,9
80,9
81,9
82,1
83,8
84,2
85,10
86,9
87,5
88,5
89,3
90,7
91,3
92,5
93,9
94,10
95,9
96,3
97,2
98,1
99,8
100,0
101,2
102,10
103,3
104,1
105,10
106,8
107,9
108,7
109,5
110,9
111,9
112,8
113,4
114,2
115,7
116,4
117,2
118,2
119,6
120,6
121,2
122,9
123,3
124,9
125,2
126,5
127,5
128,6
129,0
130,0
131,6
132,9
133,8
134,10
135,6
136,9
137,10
138,7
139,5
140,3
141,7
142,8
143,0
144,9
145,4
146,10
147,6
148,6
149,4
150,1
151,5
152,4
153,3
154,10
155,0
156,5
157,5
158,6
159,6
160,1
161,2
162,6
163,10
164,3
165,3
166,4
167,2
168,1
169,0
170,1
171,4
172,0
173,7
174,10
175,3
176,3
177,5
178,8
179,4
180,8
181,2
182,8
183,5
184,0
185,7
186,1
187,7
188,9
189,9
190,5
191,5
192,4
193,10
194,4
195,3
196,4
197,7
198,5
199,7
200,0
201,4
202,4
203,6
204,2
205,7
206,4
207,10
208,9
209,5
210,2
211,3
212,3
213,7
214,3
215,3
216,8
217,2
218,3
219,6
220,10
221,9
222,3
223,6
224,9
225,3
226,10
227,8
228,2
229,7
230,0
231,0
232,9
233,9
234,0
235,0
236,5
237,10
238,9
239,8
240,5
241,0
242,10
243,10
244,7
245,7
246,10
247,8
248,1
249,7
250,7
251,9
252,5
253,7
254,0
255,8
256,4
257,5
258,4
259,7
260,4
261,3
262,10
263,3
264,8
265,4
266,4
267,5
268,7
269,0
270,9
271,10
272,2
273,8
274,0
275,8
276,5
277,0
278,2
279,9
280,9
281,1
282,0
283,2
284,6
285,9
286,3
287,7
288,4
289,6
290,2
291,0
292,3
293,9
294,4
295,5
296,3
297,5
298,0
299,5
300,3
301,9
302,5
303,0
304,1
305,8
306,5
307,1
308,5
309,1
310,9
311,1
312,8
313,10
314,10
315,0
316,4
317,9
318,1
319,10
320,6
321,2
322,3
323,1
324,5
325,5
326,7
327,5
328,5
329,10
330,7
331,2
332,0
333,6
334,7
335,1
336,5
337,0
338,6
339,4
340,1
341,8
342,8
343,3
344,0
345,0
346,2
347,10
348,7
349,6
350,9
351,8
352,8
353,9
354,3
355,9
356,1
357,3
358,3
359,4
360,8
361,4
362,4
363,8
364,0
365,3
366,9
367,7
368,4
369,5
370,0
371,7
372,2
373,5
374,0
375,9
376,1
377,10
378,8
379,0
380,9
381,7
382,5
383,2
384,6
385,8
386,7
387,2
388,0
389,5
390,6
391,7
392,8
393,7
394,10
395,0
396,7
397,2
398,5
399,7
400,2
401,8
402,3
403,0
404,7
405,8
406,10
407,6
408,10
409,4
410,10
411,7
412,1
413,1
414,1
415,0
416,5
417,2
418,4
419,9
420,7
421,6
422,1
423,5
424,4
425,9
426,3
427,2
428,6
429,0
430,2
431,5
432,10
433,10
434,5
435,9
436,4
437,10
438,10
439,7
440,6
441,6
442,2
443,0
444,0
445,10
446,1
447,0
448,4
449,5
450,10
451,0
452,5
453,10
454,2
455,0
456,4
457,8
458,4
459,1
460,1
461,8
462,9
463,7
464,10
465,3
466,4
467,10
468,10
469,7
470,7
471,7
472,8
473,2
474,3
475,6
476,2
477,10
478,4
479,2
480,2
481,9
482,0
483,10
484,0
485,1
486,7
487,6
488,3
489,7
490,4
491,9
492,7
493,1
494,4
495,0
496,5
497,8
498,5
499,6
