index,n
0,4
1,2
2,10
3,9
4,5
5,4
6,8
7,9
8,4
9,6
10,7
11,9
12,5
13,0
14,5
15,0
16,9
17,9
18,3
19,0
20,7
21,2
22,9
23,7
24,10
25,5
26,9
27,10
28,9
29,2
30,0
31,1
32,0
33,0
34,0
35,6
36,4
37,6
38,1
39,9
40,6
41,2
42,2
43,9
44,9
45,1
46,8
47,0
48,1
49,1
50,3
51,9
52,0
53,4
54,1
55,1
56,6
57,4
58,2
59,4
60,7
61,9
62,8
63,8
64,4
65,4
66,10
67,4
68,10
69,4
70,10
71,10
72,7
73,8
74,1
75,10
76,8
77,2
78,3
79,4
80,6
81,0
82,5
83,2
84,6
85,4
86,3
87,10
88,2
89,8
90,9
91,6
92,10
93,2
94,6
95,2
96,4
97,4
98,10
99,10
100,5
101,5
102,10
103,7
104,3
105,4
106,1
107,6
108,6
109,7
110,6
111,0
112,7
113,6
114,9
115,6
116,6
117,8
118,9
119,5
120,10
121,3
122,0
123,2
124,5
125,7
126,8
127,10
128,4
129,5
130,3
131,10
132,5
133,6
134,3
135,2
136,6
137,3
138,1
139,2
140,0
141,1
142,6
143,6
144,6
145,9
146,2
147,0
148,9
149,10
150,10
151,9
152,10
153,2
154,1
155,5
156,5
157,5
158,4
159,1
160,7
161,9
162,4
163,0
164,5
165,6
166,0
167,3
168,5
169,8
170,7
171,3
172,3
173,5
174,2
175,10
176,1
177,1
178,6
179,5
180,7
181,6
182,3
183,8
184,5
185,10
186,7
187,8
188,1
189,4
190,9
191,4
192,3
193,9
194,1
195,10
196,3
197,1
198,4
199,10
200,0
201,9
202,6
203,1
204,9
205,7
206,8
207,1
208,7
209,7
210,7
211,4
212,4
213,2
214,4
215,1
216,10
217,10
218,3
219,6
220,10
221,10
222,0
223,6
224,4
225,4
226,3
227,1
228,2
229,9
230,2
231,5
232,2
233,2
234,0
235,1
236,4
237,5
238,8
239,5
240,6
241,0
242,10
243,5
244,9
245,9
246,2
247,5
248,5
249,0
250,9
251,10
252,5
253,6
254,2
255,1
256,8
257,10
258,10
259,1
260,0
261,5
262,9
263,8
264,2
265,2
266,1
267,2
268,4
269,4
270,1
271,9
272,2
273,8
274,8
275,9
276,8
277,1
278,7
279,6
280,5
281,8
282,6
283,0
284,0
285,6
286,10
287,2
288,9
289,10
290,3
291,0
292,6
293,2
294,6
295,3
296,8
297,6
298,3
299,5
300,1
301,3
302,1
303,8
304,7
305,6
306,7
307,2
308,1
309,1
310,0
311,6
312,3
313,0
314,4
315,2
316,10
317,5
318,10
319,6
320,5
321,10
322,7
323,6
324,0
325,0
326,0
327,8
328,4
329,2
330,3
331,4
332,4
333,4
334,1
335,9
336,9
337,10
338,7
339,5
340,0
341,9
342,9
343,6
344,0
345,10
346,4
347,3
348,2
349,3
350,9
351,4
352,0
353,5
354,1
355,9
356,6
357,7
358,10
359,5
360,0
361,6
362,9
363,9
364,9
365,7
366,0
367,3
368,0
369,0
370,2
371,4
372,9
373,7
374,7
375,6
376,6
377,3
378,6
379,3
380,6
381,7
382,9
383,6
384,5
385,7
386,0
387,2
388,10
389,0
390,2
391,10
392,8
393,7
394,8
395,6
396,9
397,0
398,7
399,8
400,1
401,7
402,10
403,7
404,4
405,7
406,1
407,3
408,9
409,5
410,1
411,2
412,2
413,5
414,2
415,8
416,6
417,10
418,6
419,6
420,3
421,10
422,2
423,5
424,7
425,0
426,4
427,7
428,0
429,2
430,2
431,2
432,1
433,1
434,10
435,9
436,2
437,4
438,8
439,6
440,5
441,9
442,9
443,9
444,4
445,8
446,4
447,2
448,7
449,3
450,8
451,5
452,1
453,9
454,1
455,2
456,4
457,4
458,2
459,9
460,5
461,4
462,6
463,3
464,7
465,1
466,1
467,7
468,1
469,4
470,1
471,1
472,8
473,5
474,2
475,0
476,5
477,7
478,8
479,2
480,5
481,1
482,4
483,5
484,8
485,7
486,4
487,7
488,4
489,9
490,5
491,0
492,0
493,9
494,8
495,0
496,6
497,7
498,7
499,5
