index,n
0,8
1,0
2,10
3,1
4,3
5,0
6,7
7,2
8,6
9,7
10,6
11,10
12,7
13,2
14,2
15,1
16,10
17,10
18,3
19,10
20,2
21,3
22,4
23,2
24,5
25,7
26,3
27,5
28,9
29,7
30,6
31,1
32,10
33,6
34,8
35,9
36,4
37,10
38,4
39,4
40,3
41,0
42,9
43,7
44,2
45,5
46,3
47,2
48,10
49,10
50,4
51,10
52,4
53,1
54,3
55,3
56,0
57,2
58,1
59,10
60,5
61,0
62,2
63,8
64,8
65,4
66,9
67,2
68,0
69,2
70,5
71,5
72,1
73,7
74,9
75,4
76,0
77,4
78,2
79,7
80,4
81,10
82,1
83,9
84,1
85,5
86,9
87,2
88,5
89,6
90,4
91,10
92,4
93,0
94,3
95,5
96,1
97,3
98,4
99,1
100,8
101,9
102,7
103,3
104,3
105,5
106,1
107,6
108,10
109,6
110,6
111,10
112,4
113,9
114,7
115,1
116,5
117,10
118,4
119,0
120,10
121,6
122,8
123,4
124,7
125,5
126,6
127,9
128,9
129,5
130,10
131,10
132,7
133,5
134,10
135,10
136,9
137,0
138,2
139,4
140,1
141,5
142,1
143,5
144,8
145,5
146,8
147,10
148,5
149,6
150,2
151,7
152,3
153,10
154,0
155,10
156,5
157,5
158,1
159,7
160,10
161,0
162,0
163,5
164,8
165,3
166,2
167,8
168,3
169,2
170,2
171,6
172,7
173,8
174,2
175,9
176,6
177,6
178,1
179,7
180,7
181,10
182,0
183,1
184,10
185,3
186,2
187,0
188,8
189,9
190,0
191,4
192,5
193,1
194,4
195,9
196,2
197,6
198,7
199,8
200,3
201,4
202,0
203,0
204,0
205,9
206,10
207,9
208,6
209,6
210,5
211,2
212,9
213,8
214,9
215,6
216,6
217,4
218,3
219,4
220,10
221,9
222,1
223,8
224,3
225,9
226,1
227,8
228,5
229,1
230,1
231,2
232,9
233,7
234,3
235,4
236,8
237,9
238,0
239,1
240,1
241,2
242,10
243,0
244,3
245,6
246,6
247,6
248,3
249,5
250,0
251,4
252,2
253,10
254,3
255,10
256,6
257,2
258,3
259,0
260,0
261,6
262,10
263,0
264,7
265,0
266,1
267,5
268,8
269,4
270,1
271,8
272,10
273,8
274,10
275,10
276,3
277,1
278,6
279,9
280,5
281,3
282,8
283,3
284,5
285,4
286,10
287,8
288,2
289,3
290,6
291,7
292,8
293,6
294,10
295,6
296,0
297,2
298,5
299,7
300,9
301,6
302,10
303,10
304,1
305,10
306,8
307,1
308,8
309,8
310,1
311,4
312,9
313,1
314,2
315,8
316,2
317,3
318,7
319,10
320,0
321,10
322,0
323,0
324,8
325,2
326,2
327,3
328,5
329,4
330,0
331,9
332,4
333,7
334,7
335,3
336,9
337,0
338,2
339,1
340,4
341,0
342,8
343,7
344,0
345,3
346,3
347,6
348,10
349,10
350,0
351,0
352,4
353,0
354,9
355,0
356,2
357,1
358,10
359,5
360,4
361,1
362,8
363,3
364,5
365,8
366,6
367,5
368,9
369,2
370,10
371,0
372,4
373,1
374,5
375,6
376,9
377,3
378,3
379,5
380,0
381,4
382,7
383,4
384,6
385,2
386,7
387,1
388,3
389,6
390,6
391,5
392,6
393,4
394,0
395,5
396,8
397,10
398,0
399,9
400,6
401,8
402,10
403,7
404,6
405,4
406,2
407,1
408,6
409,1
410,5
411,2
412,9
413,8
414,9
415,10
416,2
417,4
418,7
419,8
420,7
421,9
422,5
423,7
424,2
425,8
426,0
427,8
428,1
429,3
430,7
431,6
432,2
433,9
434,8
435,7
436,8
437,0
438,1
439,1
440,3
441,0
442,3
443,2
444,0
445,8
446,8
447,10
448,7
449,9
450,2
451,5
452,1
453,2
454,9
455,1
456,0
457,0
458,7
459,5
460,1
461,4
462,4
463,3
464,5
465,8
466,4
467,8
468,2
469,4
470,5
471,9
472,8
473,2
474,6
475,1
476,0
477,7
478,9
479,2
480,2
481,7
482,9
483,7
484,4
485,8
486,0
487,8
488,7
489,6
490,7
491,10
492,3
493,7
494,0
495,10
496,9
497,3
498,8
499,5
