index,n
0,6
1,1
2,10
3,1
4,2
5,5
6,8
7,6
8,7
9,8
10,8
11,2
12,8
13,1
14,5
15,0
16,5
17,4
18,1
19,0
20,6
21,10
22,10
23,10
24,10
25,1
26,4
27,8
28,1
29,2
30,1
31,7
32,5
33,9
34,3
35,10
36,9
37,1
38,10
39,2
40,10
41,8
42,1
43,1
44,2
45,0
46,0
47,5
48,9
49,8
50,6
51,8
52,0
53,7
54,3
55,10
56,4
57,2
58,8
59,5
60,3
61,7
62,0
63,2
64,1
65,6
66,7
67,8
68,2
69,3
70,0
71,1
72,3
73,9
74,10
75,5
76,0
77,10
78,8
79,5
80,4
81,7
82,0
83,1
84,10
85,3
86,2
87,8
88,0
89,5
90,7
91,9
92,8
93,7
94,0
95,8
96,9
97,1
98,2
99,7
100,3
101,5
102,9
103,1
104,2
105,2
106,6
107,5
108,1
109,3
110,5
111,7
112,3
113,2
114,5
115,3
116,4
117,0
118,3
119,1
120,4
121,7
122,8
123,9
124,10
125,3
126,0
127,8
128,7
129,1
130,5
131,5
132,0
133,10
134,9
135,7
136,6
137,6
138,1
139,1
140,1
141,0
142,0
143,6
144,4
145,7
146,4
147,9
148,0
149,0
150,2
151,3
152,1
153,9
154,10
155,2
156,5
157,5
158,8
159,4
160,7
161,5
162,7
163,3
164,1
165,6
166,7
167,8
168,10
169,8
170,10
171,8
172,3
173,9
174,4
175,4
176,4
177,9
178,10
179,7
180,4
181,10
182,6
183,8
184,3
185,0
186,9
187,3
188,4
189,4
190,3
191,1
192,10
193,3
194,1
195,5
196,9
197,10
198,10
199,0
200,1
201,8
202,1
203,3
204,4
205,8
206,2
207,9
208,0
209,5
210,4
211,7
212,9
213,6
214,7
215,3
216,5
217,8
218,2
219,7
220,0
221,4
222,0
223,5
224,5
225,8
226,9
227,5
228,4
229,6
230,10
231,4
232,6
233,9
234,2
235,5
236,10
237,8
238,3
239,3
240,1
241,0
242,10
243,8
244,5
245,7
246,3
247,4
248,9
249,5
250,7
251,2
252,3
253,1
254,9
255,7
256,1
257,8
258,0
259,0
260,8
261,1
262,5
263,5
264,0
265,3
266,10
267,0
268,2
269,9
270,3
271,4
272,1
273,7
274,7
275,2
276,8
277,3
278,6
279,6
280,0
281,2
282,10
283,4
284,9
285,4
286,5
287,4
288,8
289,4
290,7
291,1
292,7
293,6
294,5
295,6
296,5
297,9
298,5
299,6
300,5
301,1
302,7
303,7
304,8
305,10
306,4
307,7
308,7
309,0
310,8
311,3
312,6
313,5
314,1
315,1
316,1
317,1
318,3
319,0
320,1
321,9
322,10
323,5
324,4
325,4
326,4
327,9
328,10
329,2
330,8
331,0
332,10
333,7
334,0
335,8
336,4
337,5
338,2
339,8
340,8
341,0
342,3
343,5
344,0
345,6
346,1
347,9
348,5
349,2
350,7
351,0
352,0
353,0
354,5
355,9
356,4
357,3
358,5
359,8
360,1
361,4
362,8
363,2
364,10
365,2
366,9
367,8
368,7
369,3
370,10
371,3
372,4
373,3
374,3
375,5
376,4
377,9
378,9
379,4
380,5
381,6
382,3
383,10
384,1
385,2
386,5
387,1
388,7
389,2
390,9
391,0
392,8
393,6
394,0
395,8
396,6
397,3
398,6
399,0
400,7
401,3
402,7
403,3
404,2
405,1
406,9
407,0
408,4
409,9
410,0
411,6
412,6
413,0
414,4
415,6
416,10
417,10
418,2
419,4
420,10
421,5
422,6
423,5
424,9
425,9
426,8
427,5
428,10
429,10
430,3
431,0
432,10
433,8
434,7
435,10
436,7
437,1
438,2
439,2
440,3
441,0
442,6
443,2
444,9
445,10
446,5
447,9
448,9
449,6
450,0
451,1
452,8
453,5
454,8
455,0
456,5
457,0
458,5
459,8
460,9
461,10
462,5
463,10
464,5
465,2
466,0
467,8
468,10
469,2
470,1
471,1
472,8
473,4
474,9
475,9
476,7
477,6
478,4
479,1
480,5
481,1
482,0
483,8
484,8
485,9
486,3
487,0
488,8
489,7
490,7
491,10
492,5
493,8
494,4
495,10
496,10
497,4
498,4
499,3
