index,n
0,2
1,2
2,10
3,5
4,9
5,2
6,10
7,4
8,0
9,4
10,9
11,3
12,3
13,7
14,5
15,9
16,10
17,6
18,7
19,2
20,0
21,10
22,9
23,1
24,8
25,4
26,1
27,3
28,1
29,4
30,0
31,9
32,10
33,8
34,7
35,9
36,7
37,7
38,5
39,3
40,9
41,10
42,4
43,5
44,10
45,3
46,4
47,5
48,9
49,2
50,8
51,0
52,9
53,7
54,4
55,7
56,10
57,6
58,8
59,4
60,4
61,0
62,0
63,9
64,10
65,0
66,5
67,9
68,8
69,8
70,4
71,4
72,6
73,4
74,1
75,9
76,4
77,8
78,8
79,4
80,8
81,6
82,4
83,8
84,2
85,6
86,3
87,3
88,2
89,5
90,2
91,4
92,5
93,3
94,9
95,10
96,1
97,10
98,6
99,1
100,9
101,3
102,5
103,8
104,3
105,6
106,2
107,10
108,1
109,2
110,10
111,6
112,4
113,3
114,6
115,3
116,1
117,0
118,10
119,2
120,2
121,4
122,6
123,8
124,4
125,4
126,2
127,1
128,0
129,2
130,6
131,2
132,4
133,0
134,2
135,5
136,6
137,10
138,3
139,8
140,9
141,10
142,7
143,4
144,1
145,4
146,2
147,0
148,3
149,1
150,6
151,10
152,4
153,1
154,7
155,9
156,5
157,5
158,7
159,8
160,7
161,8
162,2
163,3
164,2
165,6
166,10
167,6
168,6
169,8
170,1
171,4
172,1
173,1
174,7
175,2
176,8
177,5
178,7
179,1
180,0
181,0
182,10
183,6
184,0
185,8
186,1
187,0
188,4
189,6
190,1
191,8
192,9
193,10
194,1
195,2
196,2
197,7
198,7
199,4
200,7
201,9
202,5
203,10
204,8
205,7
206,0
207,5
208,1
209,2
210,4
211,9
212,7
213,7
214,7
215,8
216,9
217,10
218,3
219,4
220,10
221,9
222,9
223,8
224,2
225,7
226,4
227,0
228,7
229,6
230,8
231,5
232,1
233,1
234,5
235,2
236,10
237,10
238,0
239,7
240,3
241,2
242,10
243,1
244,8
245,4
246,0
247,3
248,6
249,10
250,9
251,2
252,9
253,3
254,10
255,2
256,9
257,3
258,4
259,3
260,8
261,2
262,10
263,1
264,8
265,0
266,5
267,2
268,10
269,7
270,8
271,8
272,6
273,8
274,3
275,10
276,8
277,8
278,7
279,6
280,2
281,9
282,9
283,7
284,6
285,10
286,9
287,7
288,7
289,4
290,4
291,9
292,4
293,7
294,8
295,10
296,1
297,0
298,10
299,7
300,4
301,7
302,9
303,3
304,7
305,7
306,4
307,1
308,7
309,10
310,6
311,3
312,10
313,10
314,1
315,6
316,10
317,2
318,2
319,5
320,2
321,3
322,1
323,1
324,7
325,3
326,3
327,8
328,5
329,9
330,6
331,3
332,5
333,0
334,1
335,0
336,1
337,0
338,4
339,8
340,6
341,5
342,8
343,10
344,0
345,5
346,10
347,0
348,9
349,5
350,9
351,10
352,9
353,6
354,4
355,0
356,1
357,6
358,7
359,1
360,9
361,10
362,9
363,1
364,7
365,4
366,4
367,2
368,8
369,3
370,6
371,6
372,10
373,6
374,4
375,10
376,10
377,6
378,9
379,10
380,6
381,2
382,10
383,7
384,6
385,4
386,10
387,8
388,5
389,5
390,3
391,10
392,8
393,2
394,2
395,4
396,4
397,3
398,9
399,9
400,4
401,8
402,9
403,4
404,10
405,4
406,9
407,5
408,8
409,10
410,3
411,5
412,5
413,2
414,7
415,3
416,9
417,10
418,3
419,1
420,4
421,5
422,5
423,5
424,7
425,6
426,9
427,0
428,4
429,8
430,9
431,10
432,9
433,5
434,7
435,9
436,3
437,1
438,7
439,3
440,9
441,7
442,4
443,10
444,3
445,8
446,2
447,6
448,3
449,4
450,6
451,2
452,9
453,4
454,9
455,8
456,2
457,10
458,0
459,0
460,4
461,3
462,8
463,0
464,0
465,10
466,1
467,5
468,9
469,8
470,10
471,1
472,8
473,5
474,8
475,4
476,5
477,0
478,3
479,2
480,5
481,1
482,3
483,8
484,10
485,5
486,6
487,8
488,5
489,2
490,1
491,6
492,8
493,2
494,5
495,6
496,7
497,9
498,2
499,9
