index,n
0,0
1,4
2,2
3,10
4,10
5,7
6,6
7,5
8,1
9,1
10,3
11,10
12,7
13,6
14,8
15,9
16,7
17,8
18,8
19,2
20,8
21,5
22,9
23,4
24,9
25,6
26,0
27,5
28,10
29,4
30,8
31,2
32,0
33,10
34,0
35,4
36,4
37,10
38,3
39,7
40,10
41,2
42,9
43,3
44,7
45,1
46,4
47,7
48,4
49,9
50,10
51,7
52,6
53,9
54,4
55,5
56,7
57,7
58,5
59,3
60,4
61,9
62,8
63,1
64,7
65,2
66,7
67,8
68,7
69,1
70,2
71,5
72,3
73,2
74,9
75,4
76,3
77,9
78,3
79,0
80,6
81,0
82,0
83,7
84,1
85,2
86,8
87,3
88,5
89,2
90,7
91,8
92,4
93,2
94,6
95,1
96,5
97,7
98,6
99,4
100,7
101,4
102,1
103,4
104,5
105,3
106,8
107,8
108,7
109,1
110,8
111,3
112,5
113,6
114,0
115,6
116,1
117,0
118,5
119,3
120,7
121,7
122,3
123,8
124,0
125,9
126,1
127,10
128,2
129,7
130,9
131,10
132,0
133,10
134,9
135,4
136,4
137,7
138,8
139,7
140,4
141,3
142,0
143,8
144,2
145,10
146,6
147,1
148,10
149,3
150,9
151,2
152,0
153,3
154,5
155,8
156,9
157,5
158,10
159,4
160,5
161,5
162,5
163,0
164,0
165,3
166,5
167,10
168,4
169,10
170,8
171,10
172,3
173,3
174,4
175,6
176,8
177,1
178,6
179,8
180,3
181,10
182,8
183,7
184,2
185,8
186,1
187,0
188,6
189,10
190,10
191,3
192,5
193,6
194,10
195,6
196,8
197,7
198,7
199,7
200,1
201,0
202,7
203,3
204,3
205,9
206,9
207,9
208,3
209,8
210,2
211,5
212,9
213,8
214,8
215,7
216,1
217,6
218,1
219,6
220,10
221,10
222,7
223,3
224,2
225,8
226,10
227,8
228,8
229,5
230,6
231,8
232,8
233,5
234,8
235,8
236,7
237,7
238,4
239,3
240,4
241,5
242,4
243,0
244,1
245,10
246,10
247,6
248,9
249,7
250,5
251,2
252,2
253,0
254,6
255,10
256,0
257,9
258,8
259,6
260,4
261,3
262,6
263,8
264,10
265,10
266,3
267,6
268,2
269,6
270,2
271,2
272,9
273,4
274,9
275,6
276,1
277,8
278,7
279,3
280,9
281,9
282,9
283,6
284,6
285,6
286,4
287,7
288,1
289,1
290,2
291,7
292,2
293,4
294,10
295,8
296,1
297,6
298,6
299,6
300,0
301,7
302,4
303,0
304,2
305,0
306,7
307,6
308,8
309,6
310,2
311,1
312,6
313,6
314,0
315,0
316,8
317,1
318,10
319,10
320,3
321,2
322,8
323,0
324,5
325,8
326,2
327,0
328,6
329,5
330,1
331,5
332,10
333,4
334,2
335,5
336,6
337,5
338,6
339,5
340,1
341,7
342,6
343,4
344,8
345,5
346,9
347,1
348,8
349,6
350,6
351,3
352,0
353,5
354,3
355,7
356,6
357,7
358,2
359,4
360,0
361,5
362,0
363,9
364,4
365,3
366,5
367,1
368,10
369,2
370,5
371,8
372,3
373,0
374,3
375,9
376,10
377,7
378,8
379,9
380,6
381,9
382,9
383,8
384,7
385,3
386,6
387,2
388,0
389,4
390,7
391,7
392,2
393,2
394,2
395,7
396,5
397,3
398,2
399,8
400,6
401,10
402,0
403,3
404,6
405,8
406,5
407,2
408,7
409,3
410,3
411,8
412,6
413,7
414,0
415,3
416,7
417,2
418,9
419,2
420,9
421,1
422,7
423,2
424,5
425,5
426,7
427,10
428,5
429,4
430,9
431,10
432,0
433,2
434,5
435,9
436,3
437,5
438,6
439,6
440,4
441,2
442,0
443,10
444,0
445,4
446,3
447,1
448,5
449,7
450,1
451,1
452,9
453,5
454,1
455,2
456,3
457,1
458,6
459,5
460,0
461,3
462,5
463,10
464,2
465,3
466,7
467,8
468,5
469,1
470,2
471,0
472,9
473,8
474,0
475,9
476,1
477,6
478,8
479,1
480,7
481,1
482,4
483,3
484,4
485,4
486,0
487,5
488,0
489,5
490,10
491,2
492,0
493,1
494,3
495,6
496,7
497,1
498,4
499,0
