index,n
0,0
1,6
2,5
3,0
4,2
5,8
6,1
7,7
8,5
9,3
10,2
11,7
12,9
13,0
14,0
15,6
16,7
17,7
18,0
19,7
20,5
21,4
22,8
23,2
24,9
25,7
26,4
27,3
28,0
29,1
30,8
31,2
32,3
33,4
34,4
35,10
36,5
37,10
38,7
39,7
40,6
41,6
42,6
43,3
44,0
45,4
46,5
47,10
48,7
49,2
50,8
51,4
52,2
53,3
54,5
55,4
56,7
57,7
58,6
59,7
60,0
61,2
62,8
63,9
64,8
65,4
66,10
67,5
68,5
69,2
70,9
71,4
72,4
73,10
74,6
75,2
76,0
77,8
78,6
79,1
80,3
81,6
82,5
83,4
84,5
85,5
86,9
87,1
88,5
89,7
90,6
91,4
92,10
93,4
94,0
95,3
96,0
97,10
98,2
99,10
100,2
101,2
102,3
103,9
104,4
105,2
106,0
107,3
108,10
109,3
110,6
111,4
112,1
113,2
114,8
115,9
116,2
117,6
118,1
119,4
120,10
121,3
122,5
123,2
124,2
125,9
126,1
127,10
128,6
129,0
130,5
131,10
132,6
133,8
134,1
135,2
136,7
137,8
138,2
139,1
140,5
141,0
142,0
143,2
144,6
145,6
146,1
147,7
148,8
149,7
150,4
151,3
152,9
153,8
154,3
155,9
156,4
157,2
158,10
159,1
160,6
161,0
162,9
163,3
164,5
165,9
166,8
167,8
168,1
169,2
170,9
171,3
172,8
173,8
174,7
175,7
176,5
177,8
178,0
179,3
180,10
181,2
182,10
183,6
184,5
185,3
186,5
187,3
188,9
189,8
190,1
191,10
192,2
193,3
194,3
195,6
196,3
197,10
198,4
199,3
200,10
201,1
202,8
203,2
204,5
205,10
206,2
207,7
208,9
209,8
210,8
211,7
212,6
213,10
214,3
215,7
216,3
217,5
218,6
219,1
220,10
221,2
222,1
223,6
224,8
225,8
226,6
227,2
228,1
229,4
230,9
231,5
232,6
233,1
234,4
235,10
236,10
237,10
238,6
239,2
240,6
241,5
242,10
243,0
244,0
245,6
246,1
247,2
248,10
249,0
250,1
251,6
252,5
253,4
254,2
255,6
256,4
257,7
258,0
259,4
260,6
261,6
262,3
263,10
264,6
265,2
266,1
267,2
268,0
269,8
270,2
271,10
272,4
273,7
274,8
275,10
276,0
277,6
278,8
279,7
280,4
281,7
282,3
283,0
284,4
285,3
286,3
287,8
288,4
289,10
290,1
291,6
292,1
293,7
294,7
295,0
296,2
297,5
298,9
299,8
300,10
301,8
302,8
303,2
304,3
305,6
306,3
307,8
308,5
309,0
310,0
311,6
312,0
313,0
314,2
315,1
316,1
317,2
318,7
319,8
320,6
321,10
322,9
323,1
324,4
325,6
326,2
327,2
328,10
329,5
330,2
331,3
332,1
333,5
334,6
335,6
336,9
337,0
338,0
339,0
340,5
341,9
342,9
343,4
344,1
345,2
346,0
347,6
348,5
349,8
350,6
351,10
352,9
353,6
354,8
355,8
356,3
357,1
358,2
359,6
360,8
361,4
362,7
363,5
364,10
365,6
366,4
367,4
368,4
369,4
370,0
371,2
372,5
373,1
374,2
375,2
376,10
377,1
378,0
379,2
380,6
381,7
382,1
383,3
384,7
385,6
386,9
387,10
388,10
389,1
390,8
391,9
392,5
393,6
394,4
395,4
396,8
397,7
398,6
399,6
400,8
401,8
402,5
403,6
404,5
405,10
406,8
407,10
408,7
409,4
410,8
411,2
412,0
413,0
414,3
415,0
416,4
417,1
418,6
419,8
420,9
421,1
422,9
423,2
424,0
425,9
426,9
427,8
428,4
429,10
430,2
431,9
432,0
433,6
434,1
435,10
436,2
437,9
438,7
439,2
440,0
441,8
442,7
443,4
444,9
445,8
446,5
447,4
448,0
449,0
450,4
451,3
452,4
453,6
454,7
455,5
456,1
457,10
458,4
459,4
460,7
461,10
462,8
463,3
464,2
465,2
466,10
467,8
468,6
469,2
470,2
471,1
472,5
473,2
474,3
475,2
476,9
477,5
478,2
479,0
480,9
481,10
482,10
483,1
484,10
485,8
486,2
487,8
488,9
489,10
490,4
491,7
492,8
493,7
494,8
495,2
496,1
497,1
498,4
499,5
