index,n
0,0
1,0
2,5
3,8
4,6
5,3
6,10
7,3
8,2
9,0
10,1
11,1
12,9
13,10
14,9
15,0
16,8
17,1
18,2
19,8
20,2
21,10
22,4
23,10
24,7
25,10
26,1
27,8
28,3
29,6
30,2
31,0
32,0
33,8
34,4
35,8
36,10
37,1
38,8
39,8
40,3
41,4
42,2
43,10
44,5
45,0
46,8
47,8
48,8
49,2
50,1
51,4
52,2
53,10
54,10
55,2
56,6
57,3
58,1
59,1
60,9
61,8
62,9
63,6
64,4
65,0
66,2
67,2
68,6
69,10
70,1
71,7
72,10
73,10
74,2
75,6
76,0
77,6
78,6
79,10
80,4
81,10
82,10
83,4
84,8
85,8
86,0
87,0
88,1
89,1
90,4
91,10
92,7
93,8
94,2
95,3
96,2
97,2
98,6
99,9
100,4
101,7
102,1
103,4
104,8
105,10
106,7
107,2
108,9
109,1
110,0
111,6
112,1
113,7
114,1
115,2
116,4
117,4
118,7
119,5
120,9
121,2
122,0
123,9
124,9
125,6
126,9
127,1
128,8
129,1
130,10
131,6
132,7
133,4
134,1
135,4
136,0
137,5
138,9
139,10
140,0
141,1
142,8
143,4
144,3
145,1
146,9
147,3
148,4
149,9
150,0
151,5
152,6
153,2
154,10
155,2
156,3
157,7
158,5
159,7
160,5
161,7
162,6
163,9
164,5
165,7
166,1
167,3
168,5
169,0
170,6
171,6
172,10
173,5
174,8
175,4
176,1
177,1
178,8
179,0
180,0
181,5
182,6
183,0
184,1
185,4
186,3
187,8
188,6
189,1
190,7
191,4
192,1
193,5
194,10
195,10
196,10
197,6
198,8
199,6
200,0
201,1
202,5
203,1
204,7
205,9
206,0
207,8
208,3
209,1
210,4
211,2
212,7
213,7
214,9
215,7
216,10
217,3
218,7
219,7
220,10
221,7
222,5
223,4
224,10
225,2
226,1
227,9
228,3
229,10
230,1
231,2
232,4
233,7
234,5
235,3
236,10
237,6
238,4
239,0
240,5
241,6
242,0
243,4
244,2
245,0
246,8
247,6
248,4
249,1
250,2
251,9
252,8
253,10
254,9
255,1
256,10
257,10
258,2
259,2
260,0
261,7
262,2
263,4
264,9
265,2
266,0
267,4
268,2
269,3
270,3
271,10
272,9
273,10
274,1
275,4
276,7
277,2
278,5
279,6
280,9
281,6
282,7
283,1
284,2
285,9
286,9
287,3
288,5
289,3
290,2
291,4
292,9
293,2
294,4
295,4
296,6
297,2
298,8
299,2
300,4
301,2
302,6
303,6
304,2
305,1
306,7
307,4
308,9
309,9
310,5
311,7
312,3
313,8
314,0
315,8
316,7
317,4
318,5
319,8
320,3
321,1
322,6
323,8
324,0
325,3
326,9
327,1
328,9
329,1
330,8
331,5
332,10
333,3
334,9
335,10
336,10
337,8
338,6
339,8
340,1
341,10
342,10
343,2
344,1
345,9
346,9
347,4
348,0
349,5
350,6
351,4
352,9
353,1
354,8
355,7
356,9
357,10
358,5
359,10
360,2
361,9
362,0
363,0
364,7
365,5
366,8
367,0
368,8
369,3
370,6
371,9
372,9
373,4
374,2
375,8
376,5
377,7
378,0
379,5
380,9
381,5
382,1
383,10
384,2
385,6
386,6
387,6
388,8
389,1
390,10
391,9
392,10
393,10
394,2
395,4
396,0
397,6
398,0
399,10
400,6
401,2
402,0
403,2
404,0
405,6
406,3
407,0
408,4
409,0
410,7
411,7
412,5
413,3
414,2
415,8
416,7
417,1
418,10
419,6
420,4
421,0
422,4
423,3
424,5
425,6
426,0
427,1
428,5
429,5
430,9
431,2
432,0
433,7
434,0
435,3
436,8
437,0
438,7
439,6
440,1
441,4
442,5
443,6
444,7
445,9
446,0
447,9
448,4
449,7
450,7
451,10
452,8
453,2
454,1
455,5
456,10
457,10
458,2
459,2
460,7
461,9
462,1
463,6
464,6
465,7
466,6
467,3
468,4
469,6
470,3
471,1
472,0
473,0
474,9
475,6
476,6
477,3
478,9
479,1
480,6
481,7
482,6
483,0
484,0
485,4
486,1
487,8
488,6
489,1
490,3
491,5
492,1
493,7
494,6
495,0
496,8
497,10
498,7
499,10
