index,n
0,4
1,10
2,1
3,8
4,6
5,10
6,7
7,8
8,6
9,10
10,7
11,7
12,4
13,10
14,1
15,8
16,1
17,1
18,4
19,4
20,2
21,3
22,5
23,2
24,0
25,10
26,1
27,4
28,2
29,8
30,5
31,1
32,10
33,4
34,10
35,0
36,9
37,1
38,0
39,9
40,4
41,5
42,6
43,6
44,2
45,2
46,9
47,5
48,3
49,0
50,2
51,4
52,3
53,8
54,5
55,6
56,0
57,4
58,7
59,10
60,7
61,5
62,4
63,4
64,6
65,0
66,7
67,6
68,10
69,1
70,10
71,6
72,8
73,3
74,7
75,5
76,1
77,6
78,1
79,8
80,10
81,10
82,0
83,7
84,9
85,3
86,6
87,3
88,1
89,6
90,10
91,6
92,4
93,0
94,6
95,9
96,4
97,10
98,4
99,5
100,5
101,5
102,1
103,10
104,5
105,3
106,2
107,4
108,1
109,5
110,4
111,8
112,0
113,5
114,6
115,7
116,3
117,3
118,9
119,5
120,7
121,9
122,3
123,2
124,1
125,8
126,0
127,10
128,2
129,8
130,6
131,6
132,6
133,8
134,5
135,9
136,6
137,4
138,10
139,5
140,2
141,4
142,3
143,8
144,6
145,4
146,3
147,3
148,9
149,4
150,5
151,3
152,9
153,0
154,0
155,5
156,10
157,6
158,8
159,6
160,1
161,4
162,2
163,1
164,10
165,6
166,0
167,10
168,7
169,10
170,3
171,8
172,6
173,4
174,5
175,7
176,3
177,2
178,1
179,5
180,3
181,5
182,0
183,10
184,8
185,6
186,8
187,4
188,8
189,2
190,1
191,6
192,6
193,4
194,0
195,10
196,1
197,7
198,4
199,8
200,9
201,6
202,3
203,6
204,0
205,8
206,0
207,9
208,10
209,9
210,6
211,7
212,2
213,4
214,7
215,8
216,5
217,2
218,3
219,10
220,10
221,4
222,10
223,9
224,10
225,8
226,9
227,8
228,5
229,1
230,0
231,1
232,1
233,10
234,5
235,2
236,2
237,10
238,10
239,0
240,8
241,2
242,5
243,4
244,8
245,4
246,10
247,3
248,5
249,10
250,8
251,5
252,6
253,1
254,7
255,6
256,10
257,9
258,9
259,9
260,9
261,8
262,3
263,10
264,0
265,8
266,9
267,6
268,2
269,1
270,6
271,4
272,4
273,4
274,4
275,10
276,3
277,5
278,4
279,9
280,10
281,7
282,9
283,8
284,4
285,4
286,6
287,2
288,8
289,3
290,3
291,0
292,1
293,0
294,2
295,8
296,1
297,5
298,7
299,7
300,2
301,6
302,9
303,6
304,5
305,1
306,0
307,3
308,3
309,1
310,1
311,4
312,0
313,0
314,5
315,3
316,2
317,8
318,0
319,4
320,3
321,7
322,4
323,10
324,7
325,8
326,7
327,7
328,8
329,2
330,10
331,10
332,10
333,0
334,3
335,5
336,0
337,3
338,3
339,4
340,10
341,0
342,2
343,0
344,6
345,6
346,9
347,8
348,10
349,10
350,6
351,4
352,5
353,10
354,9
355,7
356,2
357,8
358,6
359,0
360,7
361,10
362,6
363,6
364,0
365,2
366,4
367,0
368,3
369,10
370,0
371,4
372,6
373,4
374,2
375,4
376,6
377,3
378,3
379,6
380,2
381,0
382,9
383,1
384,8
385,8
386,10
387,1
388,4
389,1
390,3
391,6
392,9
393,0
394,3
395,2
396,2
397,5
398,8
399,1
400,6
401,3
402,5
403,10
404,9
405,3
406,6
407,6
408,2
409,7
410,3
411,1
412,0
413,0
414,1
415,0
416,6
417,10
418,8
419,7
420,8
421,9
422,6
423,5
424,3
425,6
426,2
427,6
428,2
429,8
430,8
431,6
432,5
433,10
434,8
435,10
436,5
437,9
438,6
439,6
440,1
441,9
442,8
443,8
444,3
445,5
446,4
447,10
448,10
449,8
450,6
451,5
452,2
453,9
454,2
455,1
456,3
457,10
458,0
459,3
460,2
461,2
462,10
463,6
464,1
465,0
466,1
467,3
468,7
469,8
470,5
471,5
472,9
473,2
474,1
475,3
476,1
477,8
478,1
479,2
480,7
481,4
482,10
483,4
484,6
485,10
486,2
487,6
488,1
489,10
490,3
491,0
492,0
493,1
494,6
495,2
496,6
497,4
498,4
499,3
