index,n
0,4
1,2
2,4
3,8
4,2
5,6
6,8
7,10
8,5
9,0
10,2
11,9
12,8
13,8
14,10
15,2
16,4
17,0
18,2
19,4
20,4
21,9
22,5
23,7
24,3
25,8
26,2
27,9
28,4
29,2
30,7
31,10
32,10
33,4
34,0
35,4
36,10
37,6
38,6
39,2
40,1
41,10
42,4
43,3
44,5
45,3
46,9
47,0
48,5
49,2
50,9
51,4
52,6
53,6
54,9
55,9
56,2
57,1
58,0
59,0
60,5
61,9
62,7
63,10
64,8
65,5
66,6
67,4
68,4
69,9
70,1
71,8
72,6
73,10
74,2
75,8
76,9
77,6
78,6
79,7
80,3
81,1
82,0
83,7
84,10
85,9
86,5
87,7
88,5
89,5
90,2
91,2
92,4
93,0
94,2
95,0
96,9
97,6
98,2
99,7
100,0
101,3
102,0
103,8
104,10
105,3
106,9
107,1
108,1
109,5
110,9
111,7
112,10
113,5
114,1
115,2
116,0
117,4
118,2
119,5
120,2
121,0
122,7
123,5
124,10
125,4
126,5
127,7
128,8
129,1
130,1
131,2
132,2
133,5
134,8
135,7
136,9
137,9
138,0
139,6
140,0
141,9
142,3
143,4
144,3
145,6
146,0
147,6
148,1
149,9
150,1
151,9
152,4
153,9
154,5
155,7
156,3
157,9
158,1
159,0
160,2
161,7
162,7
163,4
164,0
165,9
166,8
167,4
168,6
169,3
170,4
171,0
172,0
173,0
174,10
175,4
176,10
177,6
178,4
179,2
180,2
181,1
182,2
183,4
184,4
185,5
186,10
187,5
188,7
189,6
190,0
191,1
192,1
193,1
194,0
195,6
196,7
197,5
198,8
199,6
200,1
201,6
202,8
203,8
204,3
205,1
206,0
207,1
208,3
209,9
210,7
211,2
212,6
213,7
214,5
215,8
216,4
217,6
218,3
219,0
220,1
221,4
222,6
223,6
224,9
225,3
226,3
227,7
228,5
229,8
230,10
231,6
232,8
233,0
234,9
235,2
236,5
237,9
238,3
239,9
240,0
241,10
242,4
243,2
244,7
245,3
246,3
247,1
248,4
249,9
250,9
251,9
252,6
253,8
254,0
255,9
256,4
257,3
258,3
259,9
260,7
261,8
262,0
263,6
264,5
265,2
266,6
267,8
268,4
269,4
270,9
271,10
272,0
273,1
274,0
275,5
276,7
277,3
278,6
279,10
280,10
281,0
282,0
283,10
284,6
285,4
286,9
287,1
288,4
289,3
290,10
291,2
292,7
293,8
294,7
295,3
296,1
297,2
298,1
299,6
300,10
301,7
302,9
303,5
304,0
305,6
306,9
307,7
308,5
309,6
310,10
311,7
312,10
313,2
314,10
315,5
316,3
317,4
318,1
319,3
320,10
321,10
322,2
323,7
324,3
325,0
326,9
327,2
328,6
329,7
330,2
331,7
332,7
333,7
334,10
335,6
336,3
337,10
338,8
339,1
340,3
341,0
342,2
343,3
344,8
345,7
346,5
347,1
348,8
349,4
350,4
351,0
352,9
353,5
354,1
355,2
356,0
357,3
358,3
359,5
360,7
361,4
362,8
363,6
364,10
365,8
366,7
367,0
368,8
369,9
370,5
371,8
372,5
373,0
374,6
375,3
376,6
377,7
378,4
379,10
380,10
381,2
382,0
383,2
384,9
385,0
386,3
387,3
388,5
389,8
390,2
391,7
392,5
393,2
394,7
395,6
396,9
397,8
398,5
399,8
400,10
401,1
402,4
403,9
404,8
405,2
406,9
407,3
408,2
409,3
410,1
411,5
412,1
413,0
414,3
415,6
416,2
417,0
418,3
419,4
420,0
421,8
422,2
423,3
424,3
425,9
426,2
427,9
428,3
429,8
430,5
431,5
432,7
433,6
434,0
435,7
436,5
437,0
438,7
439,4
440,2
441,3
442,6
443,5
444,6
445,4
446,1
447,5
448,1
449,10
450,2
451,9
452,1
453,2
454,2
455,9
456,4
457,6
458,10
459,0
460,4
461,5
462,9
463,2
464,1
465,2
466,1
467,6
468,2
469,10
470,9
471,6
472,6
473,3
474,4
475,0
476,1
477,5
478,6
479,8
480,0
481,2
482,0
483,1
484,2
485,7
486,7
487,10
488,4
489,0
490,8
491,7
492,10
493,3
494,5
495,5
496,5
497,4
498,3
499,10
