index,n
0,7
1,2
2,2
3,4
4,5
5,6
6,10
7,3
8,5
9,8
10,0
11,1
12,2
13,7
14,4
15,9
16,5
17,3
18,7
19,0
20,10
21,3
22,8
23,1
24,8
25,1
26,9
27,2
28,10
29,6
30,0
31,10
32,4
33,1
34,6
35,8
36,3
37,9
38,4
39,9
40,8
41,8
42,4
43,7
44,8
45,5
46,8
47,1
48,8
49,3
50,10
51,1
52,2
53,1
54,10
55,3
56,5
57,0
58,5
59,6
60,2
61,3
62,6
63,9
64,7
65,7
66,2
67,9
68,9
69,7
70,6
71,8
72,3
73,9
74,3
75,8
76,1
77,8
78,5
79,3
80,5
81,3
82,10
83,8
84,10
85,9
86,10
87,9
88,0
89,8
90,0
91,4
92,1
93,1
94,10
95,3
96,2
97,5
98,3
99,5
100,8
101,0
102,1
103,0
104,8
105,5
106,9
107,8
108,1
109,0
110,6
111,5
112,9
113,5
114,1
115,9
116,7
117,4
118,1
119,5
120,10
121,7
122,9
123,7
124,0
125,9
126,5
127,4
128,4
129,5
130,7
131,0
132,3
133,3
134,6
135,8
136,5
137,9
138,5
139,8
140,2
141,0
142,10
143,9
144,5
145,4
146,2
147,1
148,9
149,9
150,10
151,0
152,3
153,8
154,1
155,9
156,4
157,10
158,0
159,5
160,7
161,9
162,1
163,9
164,0
165,2
166,4
167,4
168,4
169,6
170,1
171,2
172,4
173,8
174,0
175,8
176,9
177,8
178,8
179,7
180,8
181,4
182,6
183,3
184,1
185,10
186,5
187,5
188,10
189,0
190,6
191,0
192,7
193,10
194,4
195,3
196,3
197,8
198,6
199,1
200,5
201,0
202,9
203,2
204,0
205,5
206,1
207,1
208,7
209,7
210,5
211,1
212,10
213,3
214,6
215,0
216,10
217,7
218,8
219,3
220,7
221,1
222,8
223,10
224,8
225,4
226,3
227,6
228,6
229,10
230,4
231,9
232,0
233,9
234,0
235,6
236,0
237,3
238,5
239,6
240,0
241,4
242,3
243,10
244,2
245,9
246,8
247,5
248,5
249,6
250,0
251,8
252,8
253,5
254,6
255,1
256,10
257,3
258,5
259,7
260,4
261,4
262,10
263,9
264,8
265,5
266,1
267,1
268,1
269,3
270,4
271,7
272,9
273,2
274,5
275,5
276,9
277,0
278,0
279,5
280,8
281,1
282,7
283,10
284,6
285,10
286,5
287,3
288,2
289,1
290,9
291,6
292,2
293,5
294,1
295,3
296,7
297,1
298,6
299,8
300,5
301,2
302,9
303,7
304,10
305,8
306,10
307,9
308,4
309,0
310,1
311,3
312,0
313,4
314,6
315,7
316,9
317,1
318,9
319,5
320,0
321,2
322,6
323,0
324,2
325,6
326,3
327,1
328,9
329,10
330,5
331,2
332,5
333,0
334,2
335,0
336,9
337,7
338,2
339,9
340,3
341,4
342,9
343,9
344,6
345,1
346,8
347,2
348,9
349,7
350,3
351,7
352,9
353,8
354,4
355,3
356,0
357,9
358,10
359,1
360,3
361,0
362,2
363,4
364,0
365,4
366,0
367,3
368,9
369,8
370,2
371,10
372,2
373,2
374,1
375,6
376,6
377,8
378,6
379,2
380,5
381,9
382,2
383,8
384,6
385,9
386,9
387,6
388,5
389,3
390,3
391,9
392,8
393,8
394,5
395,1
396,2
397,9
398,3
399,7
400,2
401,8
402,6
403,10
404,8
405,7
406,1
407,3
408,6
409,1
410,7
411,0
412,6
413,3
414,2
415,3
416,2
417,5
418,4
419,8
420,3
421,0
422,2
423,8
424,3
425,3
426,7
427,4
428,1
429,2
430,7
431,6
432,0
433,10
434,3
435,9
436,2
437,8
438,2
439,1
440,4
441,4
442,6
443,7
444,7
445,0
446,5
447,2
448,10
449,7
450,2
451,6
452,9
453,3
454,9
455,8
456,6
457,3
458,8
459,5
460,1
461,10
462,6
463,2
464,6
465,6
466,9
467,8
468,5
469,9
470,4
471,10
472,5
473,7
474,8
475,2
476,5
477,5
478,6
479,9
480,0
481,5
482,10
483,8
484,8
485,3
486,1
487,5
488,9
489,4
490,3
491,6
492,4
493,8
494,5
495,5
496,5
497,5
498,5
499,8
