index,n
0,1
1,7
2,2
3,2
4,4
5,4
6,6
7,10
8,3
9,6
10,5
11,10
12,9
13,10
14,5
15,7
16,4
17,4
18,4
19,8
20,6
21,0
22,7
23,7
24,2
25,9
26,5
27,8
28,0
29,10
30,0
31,5
32,1
33,8
34,5
35,7
36,5
37,0
38,2
39,6
40,3
41,9
42,5
43,10
44,6
45,4
46,5
47,9
48,6
49,7
50,2
51,10
52,9
53,4
54,3
55,3
56,10
57,4
58,3
59,0
60,7
61,6
62,10
63,3
64,0
65,9
66,3
67,9
68,4
69,10
70,9
71,0
72,3
73,10
74,2
75,9
76,5
77,9
78,1
79,7
80,9
81,9
82,4
83,0
84,1
85,7
86,5
87,0
88,9
89,5
90,9
91,10
92,9
93,5
94,4
95,1
96,0
97,9
98,1
99,3
100,8
101,10
102,1
103,3
104,7
105,5
106,7
107,6
108,7
109,2
110,9
111,9
112,6
113,6
114,10
115,9
116,9
117,4
118,9
119,1
120,10
121,9
122,1
123,5
124,8
125,3
126,10
127,6
128,5
129,7
130,1
131,1
132,0
133,0
134,1
135,3
136,6
137,6
138,6
139,0
140,1
141,4
142,8
143,1
144,8
145,2
146,4
147,4
148,2
149,6
150,0
151,10
152,9
153,0
154,5
155,3
156,7
157,10
158,9
159,8
160,10
161,6
162,3
163,4
164,6
165,8
166,10
167,0
168,4
169,7
170,3
171,8
172,8
173,8
174,3
175,4
176,7
177,6
178,9
179,4
180,8
181,7
182,8
183,5
184,7
185,3
186,7
187,6
188,5
189,9
190,6
191,8
192,5
193,0
194,6
195,7
196,5
197,10
198,2
199,9
200,9
201,5
202,10
203,1
204,3
205,10
206,2
207,9
208,4
209,2
210,0
211,6
212,6
213,5
214,2
215,0
216,0
217,3
218,7
219,0
220,2
221,7
222,4
223,5
224,5
225,3
226,5
227,4
228,8
229,10
230,5
231,10
232,10
233,5
234,3
235,2
236,4
237,10
238,9
239,8
240,10
241,2
242,2
243,3
244,2
245,5
246,7
247,1
248,7
249,4
250,9
251,9
252,6
253,10
254,0
255,4
256,3
257,5
258,3
259,7
260,3
261,4
262,9
263,10
264,4
265,6
266,10
267,8
268,9
269,5
270,0
271,4
272,10
273,5
274,5
275,10
276,10
277,2
278,5
279,3
280,4
281,3
282,7
283,0
284,1
285,6
286,3
287,10
288,8
289,1
290,9
291,7
292,1
293,4
294,2
295,1
296,9
297,6
298,6
299,3
300,8
301,3
302,8
303,1
304,10
305,5
306,3
307,3
308,1
309,10
310,5
311,4
312,6
313,1
314,10
315,3
316,6
317,0
318,4
319,6
320,10
321,8
322,7
323,1
324,3
325,3
326,5
327,7
328,3
329,9
330,5
331,9
332,6
333,5
334,2
335,7
336,4
337,8
338,10
339,2
340,10
341,1
342,7
343,2
344,7
345,4
346,2
347,5
348,4
349,6
350,0
351,10
352,6
353,3
354,9
355,4
356,0
357,5
358,8
359,3
360,4
361,1
362,7
363,0
364,9
365,3
366,9
367,0
368,6
369,1
370,4
371,5
372,10
373,8
374,8
375,4
376,4
377,3
378,8
379,0
380,6
381,9
382,1
383,9
384,6
385,4
386,10
387,1
388,8
389,8
390,0
391,4
392,6
393,2
394,8
395,4
396,4
397,7
398,10
399,4
400,3
401,0
402,7
403,6
404,1
405,9
406,1
407,10
408,4
409,5
410,0
411,10
412,7
413,0
414,3
415,3
416,3
417,6
418,1
419,10
420,5
421,7
422,0
423,0
424,7
425,1
426,2
427,3
428,5
429,4
430,5
431,8
432,9
433,0
434,6
435,3
436,2
437,3
438,9
439,1
440,1
441,6
442,8
443,4
444,5
445,3
446,3
447,8
448,7
449,4
450,4
451,4
452,4
453,2
454,5
455,8
456,7
457,7
458,10
459,0
460,9
461,3
462,4
463,6
464,6
465,4
466,5
467,5
468,0
469,4
470,9
471,8
472,2
473,8
474,0
475,8
476,9
477,6
478,1
479,3
480,1
481,2
482,1
483,8
484,5
485,2
486,9
487,9
488,0
489,8
490,8
491,3
492,4
493,9
494,4
495,6
496,10
497,1
498,1
499,7
