index,n
0,7
1,6
2,10
3,7
4,9
5,2
6,7
7,7
8,5
9,8
10,2
11,8
12,1
13,5
14,10
15,3
16,2
17,10
18,4
19,6
20,7
21,3
22,2
23,1
24,5
25,8
26,1
27,8
28,4
29,3
30,10
31,4
32,1
33,7
34,9
35,8
36,2
37,7
38,10
39,3
40,8
41,1
42,7
43,1
44,0
45,8
46,9
47,4
48,6
49,8
50,9
51,9
52,10
53,3
54,5
55,10
56,9
57,10
58,7
59,10
60,6
61,10
62,0
63,2
64,2
65,6
66,6
67,10
68,10
69,2
70,7
71,8
72,6
73,7
74,8
75,8
76,4
77,9
78,6
79,7
80,5
81,6
82,10
83,3
84,4
85,4
86,9
87,8
88,10
89,1
90,8
91,10
92,8
93,9
94,4
95,5
96,6
97,8
98,5
99,5
100,7
101,8
102,5
103,3
104,8
105,0
106,7
107,9
108,6
109,4
110,5
111,9
112,10
113,9
114,0
115,9
116,8
117,6
118,0
119,2
120,2
121,3
122,9
123,7
124,6
125,0
126,7
127,4
128,6
129,3
130,3
131,4
132,7
133,9
134,4
135,5
136,7
137,9
138,5
139,3
140,5
141,3
142,5
143,0
144,7
145,7
146,1
147,2
148,10
149,4
150,3
151,5
152,8
153,5
154,6
155,2
156,4
157,2
158,6
159,7
160,4
161,2
162,8
163,0
164,7
165,1
166,8
167,5
168,4
169,5
170,6
171,7
172,0
173,10
174,3
175,1
176,10
177,2
178,0
179,6
180,0
181,6
182,3
183,0
184,9
185,6
186,1
187,2
188,6
189,2
190,8
191,7
192,8
193,2
194,9
195,3
196,1
197,0
198,10
199,10
200,1
201,6
202,4
203,0
204,9
205,7
206,9
207,5
208,8
209,1
210,0
211,0
212,10
213,1
214,2
215,0
216,4
217,8
218,8
219,9
220,0
221,10
222,3
223,3
224,10
225,1
226,3
227,7
228,10
229,2
230,5
231,3
232,4
233,3
234,8
235,8
236,8
237,6
238,1
239,0
240,1
241,10
242,4
243,6
244,7
245,4
246,5
247,2
248,8
249,6
250,4
251,4
252,0
253,5
254,5
255,10
256,3
257,6
258,9
259,2
260,3
261,1
262,6
263,2
264,6
265,5
266,10
267,5
268,6
269,3
270,3
271,5
272,1
273,4
274,9
275,6
276,1
277,2
278,3
279,1
280,1
281,7
282,1
283,10
284,8
285,1
286,4
287,6
288,3
289,1
290,7
291,4
292,3
293,6
294,2
295,4
296,7
297,6
298,4
299,3
300,0
301,1
302,4
303,10
304,3
305,0
306,4
307,3
308,0
309,4
310,5
311,10
312,9
313,6
314,4
315,9
316,6
317,6
318,7
319,0
320,9
321,8
322,0
323,6
324,10
325,2
326,6
327,9
328,7
329,0
330,5
331,0
332,3
333,10
334,10
335,1
336,3
337,7
338,6
339,8
340,2
341,1
342,7
343,9
344,1
345,8
346,7
347,7
348,7
349,6
350,0
351,3
352,10
353,4
354,10
355,6
356,2
357,10
358,7
359,7
360,7
361,8
362,9
363,9
364,9
365,5
366,1
367,5
368,7
369,5
370,0
371,4
372,7
373,3
374,8
375,6
376,1
377,2
378,10
379,4
380,6
381,5
382,6
383,4
384,6
385,3
386,0
387,3
388,10
389,3
390,3
391,3
392,3
393,4
394,3
395,8
396,6
397,7
398,7
399,7
400,3
401,3
402,6
403,7
404,3
405,0
406,3
407,8
408,0
409,10
410,2
411,4
412,0
413,2
414,7
415,1
416,9
417,0
418,6
419,9
420,10
421,6
422,1
423,6
424,9
425,8
426,6
427,1
428,5
429,4
430,4
431,10
432,0
433,7
434,10
435,6
436,0
437,7
438,3
439,5
440,2
441,8
442,6
443,4
444,0
445,4
446,10
447,9
448,10
449,2
450,5
451,4
452,10
453,0
454,3
455,4
456,0
457,3
458,10
459,6
460,6
461,8
462,6
463,3
464,8
465,5
466,5
467,2
468,1
469,0
470,9
471,4
472,2
473,2
474,3
475,3
476,4
477,4
478,3
479,10
480,4
481,6
482,0
483,7
484,7
485,5
486,1
487,6
488,3
489,9
490,8
491,3
492,9
493,0
494,1
495,3
496,8
497,1
498,8
499,3
