ID	NAValues
13	-1,-3
14	-1,-3
17	-1
37	-1,-3
42	-313,-818
90	-3
96	-121,-818
170	-1
214	9999
218	99
221	9,X
222	99
272	1900-01-01
339	-818
402	0
408	-818
439	1900-01-01
480	-818
485	-1
486	-121,-818
493	-121
496	-818
502	-121,-818
503	-818
504	-818
505	-121,-818
506	-121,-818
507	-121,-818
509	-818
510	-818
511	-818
513	-121,-818
514	-818,-313,-121
515	-121,-818
516	-121,-818
518	-121,-818
519	-121,-818
520	-121
521	-818
522	-818
523	-818
524	-818
525	-121,-818
526	-818
527	-121,-818
528	-121,-818
529	-818
530	-121,-818
531	-121,-818
532	-818
533	-818
534	-818
535	-818
536	-818
537	-121,-818
538	-121,-818
548	-818
584	-818
586	1910-01-01,1920-01-01,1930-01-01
616	-818
620	-818
682	-1
819	1900-01-01,1901-01-01,1902-02-02,1903-03-03,2037-07-07
871	-818
909	0
913	-818
946	-818
950	-818
957	-313,-818
1001	-1,-3
1010	-11,-13,-21,-23
1018	-313,-818
1021	-818
1022	-313,-818
1220	-3
1221	-3
1222	-1,-3
1223	-1,-3
1224	-3
1225	-3
1227	-3
1228	-3
1229	-3
1230	-3
1231	-3
1273	1900-01-01,1999-01-01
1313	1904-04-04
1317	-999999
1342	-1
1343	-999
1344	-121
1345	1900-01-01,1902-01-01
1401	-818,-819
1402	E
1405	-818
1406	-818
1407	-818
1414	-818
1415	-818
1422	-818
1423	-818
1642	1999-01-01
1862	-818
1914	0,-3
1954	-3,-4,-5,-6,-7,-8
1990	0
2730	-818
3002	-818
3003	-818
3006	-818
3008	-818
3012	-818
3013	-818,-121
3014	-121,-818
3015	-818,-444
3017	-121,-818
3018	-818
4982	-1
6448	-3
6459	-3
6470	-3
6481	-3
6492	-3
6503	-3
6514	-3
6525	-3
6536	-3
6547	-3
7310	-818,-906
7667	-99999
100002	111
100008	222,313
100256	6,7
100259	-1
100260	3,6,7
100261	-1,4
100263	6,7
100270	6,7,9
100274	6,7
100279	0
100282	9
100286	-3
100287	-3
100288	-1,-3
100289	-1,-3
100290	-1,-3
100291	-1,-3
100292	-3
100293	-1,-3
100294	-1,-3
100295	-3
100298	-1,-3
100299	-3
100300	-1,-3
100301	-1,-3
100305	-7,-3
100306	-1,-2,-3
100307	-1,-3
100313	-3
100314	-1,-3
100316	-3
100317	-1,-3
100318	-1,-3
100327	-1,-3
100328	-3
100329	-1,-3
100334	-1,-3
100335	-1,-3
100336	-1,-3
100337	-1,-3
100338	-1,-3,3
100339	-1,-3
100341	-1,-3
100342	-1,-3
100343	-3
100345	-1,-3
100346	-1,-3
100347	-3
100348	-3
100349	-1,-3
100351	-3
100352	-3
100353	-1
100355	-1,-3
100356	-1,-3
100357	-3
100358	-3
100359	-3
100360	-3
100361	-1,-3
100369	-1,-3
100370	-3
100373	-1,-3
100377	-1,-3
100385	-3
100387	-1,-3
100388	-1,-3
100389	-1,-3
100391	-1,-3
100393	-1,-3
100394	-3
100397	-1,-3
100398	-3,-2
100400	-3
100401	-1,-3
100402	-3
100416	-1,-3
100417	-1,-3
100418	-1,-3
100420	-1,-3
100428	-1,-3
100429	-1,-3
100430	-3
100431	-1,-3
100432	-1,-3
100434	-1,-3
100435	-1,-3
100478	-1,-3
100479	-1,-3,7
100484	-1,-3
100499	-1,-3
100500	-1,-3
100501	-1,-3
100502	-3
100504	-1,-3
100508	-1,-3
100510	-1,-3
100511	-1,-3
100514	-1,-3
100523	-1,-3
100536	-1,-3
100537	-1,-3
100538	-3
100539	-3
100540	-1,-3
100549	-1,-3
100550	-1,-3
100552	-1,-3
100553	-3
100563	-3
100564	-3
100567	-1,-3
100569	-1,-3
100570	-1,-3
100572	-1,-3
100579	-3
100582	-1,-3
100584	-3
100585	-1,-3
100586	-3,-4
100595	-1,-3
100598	-1,-3
100599	-3,-5
100603	-1,-3
100605	-3
100610	-3
100617	-1,-3
100622	-1,-3
100625	-1,-3
100626	-1,-3
100628	-1,-3
100629	-3
100630	-3
100631	-1,-3
100635	-1,-3
100636	-1,-3
100637	-1,-3
100639	-3
100643	-1,-3
100644	-1,-3
100645	-1,-3
100646	-1,-3
100647	-1,-3
100648	-1,-3
100649	-1,-3
100650	-1,-3
100651	-1,-3
100652	-1,-3
100653	-1,-3
100654	-1,-3
100655	-1,-3
100656	-1,-3
100657	-1,-3
100658	-3,-7
100659	-1,-3
100662	-3
100663	-1,-3
100664	-1,-3,3
100668	-1
100669	-1,-3
100672	-3
100673	-1,-3
100674	-1,-3
100683	-1,-3
100685	-3
100686	-3
100688	-1,-3
100689	-1,-3
100690	-3
100691	-3
100692	-3
100696	-1
100698	-313
100699	1,99
