index,n
0,7
1,7
2,4
3,2
4,6
5,4
6,1
7,0
8,6
9,9
10,3
11,0
12,8
13,7
14,5
15,7
16,9
17,7
18,9
19,9
20,4
21,1
22,7
23,4
24,2
25,8
26,4
27,0
28,10
29,6
30,5
31,5
32,6
33,8
34,8
35,7
36,7
37,4
38,5
39,3
40,0
41,0
42,1
43,1
44,1
45,7
46,10
47,10
48,0
49,0
50,7
51,9
52,1
53,8
54,1
55,7
56,4
57,3
58,10
59,3
60,8
61,9
62,7
63,5
64,4
65,3
66,5
67,6
68,9
69,5
70,4
71,5
72,4
73,0
74,8
75,7
76,2
77,7
78,7
79,7
80,9
81,0
82,6
83,0
84,4
85,4
86,7
87,2
88,6
89,0
90,7
91,5
92,9
93,9
94,1
95,6
96,5
97,2
98,2
99,10
100,6
101,8
102,9
103,2
104,7
105,2
106,7
107,7
108,4
109,7
110,10
111,6
112,2
113,7
114,10
115,1
116,8
117,0
118,8
119,2
120,9
121,9
122,3
123,6
124,10
125,4
126,0
127,2
128,3
129,10
130,6
131,3
132,3
133,5
134,6
135,2
136,0
137,2
138,9
139,8
140,8
141,3
142,6
143,8
144,3
145,10
146,7
147,5
148,9
149,5
150,3
151,8
152,10
153,7
154,9
155,9
156,1
157,3
158,10
159,5
160,0
161,7
162,7
163,4
164,6
165,7
166,2
167,4
168,7
169,3
170,6
171,4
172,5
173,7
174,0
175,4
176,3
177,8
178,8
179,9
180,1
181,4
182,1
183,10
184,2
185,5
186,8
187,1
188,1
189,3
190,6
191,0
192,5
193,1
194,0
195,9
196,8
197,5
198,0
199,4
200,8
201,9
202,2
203,6
204,10
205,6
206,0
207,7
208,6
209,2
210,8
211,10
212,2
213,9
214,3
215,10
216,4
217,9
218,2
219,6
220,1
221,8
222,9
223,3
224,3
225,1
226,9
227,6
228,4
229,0
230,0
231,6
232,3
233,1
234,10
235,10
236,0
237,4
238,7
239,7
240,6
241,1
242,0
243,9
244,1
245,5
246,7
247,4
248,5
249,4
250,6
251,2
252,7
253,6
254,10
255,2
256,7
257,2
258,3
259,5
260,6
261,8
262,10
263,9
264,2
265,3
266,8
267,2
268,0
269,6
270,8
271,4
272,10
273,6
274,5
275,0
276,2
277,2
278,3
279,2
280,3
281,4
282,1
283,1
284,5
285,10
286,5
287,4
288,8
289,7
290,0
291,10
292,10
293,10
294,4
295,3
296,3
297,5
298,10
299,10
300,10
301,6
302,8
303,10
304,9
305,7
306,7
307,10
308,0
309,3
310,9
311,1
312,5
313,1
314,3
315,7
316,4
317,3
318,0
319,3
320,4
321,5
322,4
323,9
324,1
325,7
326,1
327,6
328,1
329,8
330,6
331,6
332,10
333,5
334,4
335,7
336,9
337,5
338,10
339,7
340,3
341,6
342,5
343,7
344,7
345,7
346,0
347,8
348,0
349,1
350,1
351,8
352,7
353,5
354,8
355,7
356,0
357,9
358,10
359,8
360,1
361,2
362,1
363,10
364,2
365,9
366,0
367,4
368,9
369,5
370,0
371,7
372,2
373,10
374,2
375,10
376,7
377,2
378,8
379,9
380,4
381,0
382,5
383,0
384,3
385,1
386,5
387,9
388,0
389,3
390,9
391,8
392,4
393,0
394,1
395,9
396,1
397,4
398,3
399,10
400,1
401,2
402,8
403,5
404,6
405,0
406,3
407,2
408,5
409,1
410,4
411,3
412,7
413,2
414,3
415,5
416,6
417,9
418,4
419,0
420,9
421,7
422,1
423,4
424,6
425,6
426,4
427,0
428,7
429,5
430,3
431,4
432,7
433,7
434,2
435,2
436,5
437,5
438,0
439,5
440,9
441,5
442,9
443,9
444,8
445,1
446,8
447,6
448,8
449,2
450,3
451,8
452,3
453,1
454,6
455,2
456,10
457,8
458,7
459,1
460,3
461,1
462,6
463,5
464,2
465,3
466,5
467,6
468,7
469,6
470,7
471,7
472,7
473,10
474,5
475,6
476,6
477,1
478,4
479,4
480,4
481,1
482,1
483,4
484,3
485,3
486,7
487,2
488,0
489,3
490,4
491,8
492,8
493,8
494,8
495,4
496,9
497,2
498,4
499,8
