index,n
0,8
1,6
2,5
3,10
4,1
5,3
6,3
7,0
8,8
9,9
10,7
11,1
12,8
13,6
14,4
15,6
16,2
17,0
18,1
19,5
20,3
21,6
22,2
23,7
24,0
25,10
26,7
27,7
28,4
29,4
30,3
31,0
32,3
33,9
34,6
35,8
36,3
37,2
38,7
39,7
40,9
41,10
42,5
43,2
44,2
45,7
46,2
47,5
48,4
49,6
50,8
51,6
52,1
53,1
54,7
55,6
56,6
57,1
58,0
59,1
60,1
61,8
62,10
63,3
64,1
65,5
66,3
67,7
68,8
69,3
70,9
71,2
72,8
73,6
74,5
75,5
76,2
77,2
78,4
79,1
80,0
81,6
82,8
83,3
84,7
85,0
86,6
87,5
88,8
89,0
90,10
91,9
92,0
93,9
94,0
95,5
96,7
97,0
98,8
99,4
100,5
101,5
102,4
103,1
104,0
105,6
106,3
107,1
108,0
109,5
110,8
111,8
112,7
113,1
114,6
115,0
116,1
117,2
118,7
119,3
120,9
121,2
122,3
123,8
124,3
125,3
126,6
127,8
128,10
129,9
130,8
131,7
132,6
133,1
134,0
135,1
136,6
137,6
138,1
139,2
140,4
141,9
142,5
143,4
144,6
145,0
146,9
147,6
148,5
149,3
150,4
151,1
152,6
153,5
154,10
155,10
156,8
157,3
158,2
159,3
160,7
161,7
162,8
163,10
164,2
165,9
166,8
167,10
168,9
169,1
170,8
171,7
172,1
173,1
174,7
175,2
176,2
177,4
178,2
179,7
180,2
181,7
182,10
183,4
184,6
185,3
186,6
187,0
188,1
189,2
190,3
191,3
192,3
193,5
194,8
195,5
196,10
197,7
198,2
199,6
200,2
201,10
202,1
203,6
204,3
205,0
206,2
207,0
208,8
209,7
210,10
211,8
212,5
213,8
214,1
215,0
216,5
217,10
218,6
219,1
220,6
221,6
222,3
223,8
224,5
225,6
226,4
227,7
228,7
229,10
230,7
231,6
232,1
233,6
234,5
235,5
236,1
237,2
238,2
239,4
240,4
241,9
242,9
243,2
244,9
245,5
246,0
247,0
248,0
249,4
250,6
251,5
252,9
253,0
254,6
255,7
256,9
257,2
258,3
259,0
260,3
261,5
262,0
263,5
264,6
265,5
266,6
267,2
268,6
269,2
270,7
271,0
272,5
273,3
274,8
275,4
276,8
277,8
278,2
279,3
280,3
281,0
282,10
283,8
284,9
285,7
286,10
287,8
288,2
289,3
290,9
291,7
292,2
293,8
294,3
295,6
296,1
297,4
298,7
299,6
300,2
301,0
302,7
303,8
304,0
305,3
306,10
307,3
308,6
309,6
310,9
311,2
312,7
313,0
314,6
315,3
316,3
317,7
318,3
319,3
320,5
321,7
322,3
323,4
324,2
325,2
326,10
327,0
328,8
329,6
330,0
331,9
332,9
333,6
334,7
335,10
336,8
337,2
338,7
339,5
340,5
341,5
342,4
343,6
344,8
345,4
346,6
347,4
348,9
349,9
350,3
351,10
352,3
353,10
354,9
355,9
356,2
357,4
358,9
359,8
360,7
361,9
362,3
363,10
364,3
365,0
366,8
367,8
368,2
369,5
370,0
371,3
372,8
373,3
374,9
375,7
376,4
377,0
378,3
379,1
380,6
381,7
382,7
383,10
384,4
385,8
386,6
387,3
388,7
389,3
390,5
391,2
392,10
393,1
394,9
395,10
396,7
397,9
398,1
399,0
400,0
401,7
402,9
403,6
404,10
405,10
406,8
407,2
408,4
409,9
410,5
411,4
412,10
413,1
414,1
415,5
416,1
417,10
418,5
419,6
420,1
421,7
422,10
423,7
424,0
425,4
426,1
427,2
428,8
429,7
430,5
431,8
432,6
433,3
434,9
435,6
436,4
437,7
438,10
439,2
440,4
441,4
442,2
443,9
444,6
445,9
446,5
447,1
448,6
449,1
450,8
451,6
452,10
453,7
454,10
455,0
456,8
457,9
458,2
459,5
460,1
461,2
462,9
463,7
464,4
465,10
466,6
467,5
468,0
469,7
470,7
471,4
472,4
473,8
474,1
475,1
476,2
477,4
478,4
479,2
480,2
481,10
482,5
483,6
484,9
485,10
486,1
487,1
488,0
489,1
490,9
491,7
492,7
493,2
494,10
495,0
496,7
497,5
498,2
499,1
