index,n
0,3
1,7
2,10
3,7
4,7
5,1
6,3
7,7
8,0
9,4
10,6
11,8
12,1
13,7
14,8
15,7
16,10
17,3
18,9
19,1
20,5
21,3
22,3
23,9
24,3
25,1
26,3
27,10
28,2
29,5
30,5
31,6
32,10
33,4
34,3
35,0
36,3
37,9
38,1
39,3
40,0
41,6
42,4
43,0
44,1
45,3
46,3
47,6
48,2
49,4
50,1
51,3
52,10
53,7
54,10
55,5
56,5
57,0
58,9
59,2
60,3
61,8
62,0
63,8
64,0
65,1
66,4
67,7
68,3
69,0
70,3
71,2
72,1
73,8
74,0
75,4
76,1
77,3
78,7
79,3
80,5
81,7
82,3
83,4
84,4
85,5
86,9
87,2
88,6
89,7
90,5
91,7
92,4
93,10
94,9
95,1
96,10
97,8
98,9
99,10
100,0
101,4
102,4
103,2
104,1
105,2
106,8
107,9
108,5
109,10
110,3
111,5
112,4
113,7
114,8
115,9
116,0
117,6
118,1
119,7
120,5
121,9
122,9
123,10
124,8
125,2
126,0
127,3
128,7
129,9
130,4
131,1
132,1
133,0
134,5
135,1
136,6
137,8
138,9
139,8
140,1
141,8
142,1
143,9
144,5
145,4
146,2
147,7
148,5
149,9
150,7
151,7
152,4
153,6
154,3
155,10
156,7
157,10
158,5
159,10
160,2
161,6
162,5
163,5
164,6
165,3
166,2
167,7
168,8
169,0
170,4
171,9
172,9
173,4
174,10
175,10
176,3
177,10
178,3
179,0
180,2
181,4
182,7
183,8
184,8
185,3
186,3
187,7
188,4
189,4
190,3
191,8
192,4
193,5
194,6
195,10
196,10
197,3
198,10
199,2
200,6
201,2
202,5
203,5
204,10
205,3
206,7
207,7
208,8
209,7
210,7
211,4
212,10
213,7
214,10
215,5
216,7
217,6
218,5
219,4
220,2
221,7
222,6
223,7
224,10
225,4
226,10
227,1
228,0
229,1
230,4
231,8
232,6
233,4
234,10
235,1
236,8
237,0
238,6
239,2
240,10
241,1
242,6
243,3
244,4
245,10
246,10
247,2
248,2
249,2
250,10
251,3
252,1
253,8
254,4
255,9
256,9
257,10
258,0
259,0
260,7
261,0
262,10
263,1
264,1
265,9
266,8
267,10
268,9
269,0
270,1
271,0
272,3
273,4
274,2
275,9
276,4
277,0
278,7
279,8
280,4
281,0
282,8
283,8
284,9
285,3
286,4
287,9
288,8
289,5
290,7
291,6
292,0
293,1
294,6
295,3
296,5
297,8
298,3
299,5
300,5
301,1
302,3
303,6
304,0
305,7
306,0
307,1
308,0
309,0
310,0
311,8
312,5
313,3
314,3
315,1
316,4
317,10
318,3
319,7
320,4
321,5
322,0
323,1
324,5
325,7
326,6
327,0
328,8
329,1
330,10
331,2
332,10
333,6
334,5
335,5
336,3
337,3
338,0
339,8
340,9
341,0
342,5
343,9
344,1
345,0
346,1
347,1
348,6
349,3
350,8
351,6
352,2
353,1
354,10
355,8
356,6
357,4
358,4
359,7
360,10
361,5
362,6
363,9
364,0
365,1
366,10
367,8
368,1
369,8
370,7
371,6
372,3
373,1
374,0
375,1
376,0
377,9
378,10
379,8
380,9
381,1
382,8
383,3
384,3
385,7
386,1
387,10
388,9
389,6
390,9
391,8
392,5
393,5
394,7
395,3
396,6
397,8
398,1
399,5
400,9
401,3
402,4
403,10
404,5
405,2
406,1
407,4
408,10
409,5
410,9
411,0
412,7
413,2
414,7
415,8
416,0
417,3
418,5
419,3
420,8
421,0
422,8
423,1
424,1
425,4
426,6
427,10
428,1
429,4
430,2
431,7
432,9
433,7
434,2
435,1
436,5
437,6
438,8
439,5
440,10
441,5
442,1
443,8
444,5
445,2
446,3
447,9
448,5
449,6
450,4
451,7
452,7
453,5
454,0
455,1
456,1
457,5
458,2
459,5
460,3
461,4
462,5
463,6
464,8
465,9
466,10
467,6
468,0
469,5
470,7
471,5
472,1
473,6
474,4
475,8
476,9
477,10
478,0
479,2
480,2
481,8
482,3
483,0
484,6
485,4
486,3
487,6
488,9
489,2
490,10
491,4
492,9
493,2
494,9
495,4
496,9
497,3
498,0
499,1
